Gene	RNA_FC	Chip_FC
tm9sf2	-0.806968776	0.470158715
tmc6	-0.892073811	0.878586567
tmcc3(1of2)	0.380802558	0.449699624
tmed10	-0.348289911	0.54912475
tmed3	-0.477238428	0.535231439
tmed4	-1.221168492	0.475204193
tmed5	-0.421266441	0.404494775
tmed7	-1.024986093	0.536615328
tmed8	1.463704344	0.421382521
tmed9	-1.097113931	0.561387666
tmeff1(1of2)	-0.960678263	0.656446395
tmem106b	1.034989145	0.599378019
tmem127	-0.741951984	0.663352316
tmem145	2.039128527	-0.607734437
tmem150a(4of4)	0.776812164	0.369862616
tmem159	0.7296246	0.544663552
tmem170a	1.503001915	0.350093523
tmem178b(3of3)	4.140923319	0.78129201
tmem179(1of2)	2.395577156	-0.83368994
tmem192(1of2)	1.501276186	0.747822833
tmem192(2of2)	1.698271458	0.360357739
tmem198(2of4)	-0.564771452	0.379062279
tmem2	-0.746814283	-0.40959378
tmem200c(1of2)	1.427464473	0.662897434
tmem203	0.984728424	0.51799587
tmem204	-0.988217929	-0.728187404
tmem205(2of2)	0.674231956	0.415227003
tmem209	-1.343574043	0.446107921
tmem218	1.091736206	0.368158322
tmem222(2of2)	1.047078765	0.397831053
tmem235(2of2)	2.066307591	-0.707102399
tmem238(4of4)	1.41315629	0.621888453
tmem251	2.206641426	0.365058147
tmem263(1of2)	1.20403304	0.341596328
tmem269	3.428438204	-0.407084247
tmem30a(2of3)	-0.981419331	0.465945742
tmem33	0.880236928	0.471822453
tmem5	0.506093513	0.372720725
tmem53(1of3)	-0.492188827	0.656841069
tmem53(2of3)	-1.353089382	0.619266878
tmem59(1of2)	-0.449723826	0.758045423
tmem67	-0.373881797	-0.302489525
tmem9	0.736004932	0.672036537
tmem94(1of2)	-0.730699488	-0.500415211
tmem97	1.355860294	1.177272998
tmpo(2of2)	-1.619960103	0.521307837
tmsb4x(1of2)	-0.891776783	0.312905726
tmx1	-0.266057023	0.911376494
tmx3(2of2)	2.659044724	-0.695452793
tnfsf10(2of3)	1.71206058	0.363252392
tnfsf10(3of3)	0.814007196	0.49365824
tnik(1of3)	1.409330979	-0.653954613
tnnc1(2of2)	2.109171257	-0.575059629
tnni1(3of5)	5.434801971	-0.595748856
tnr	3.416710983	-0.449292382
tnrc18	1.428414692	-0.775822057
tnrc6b(2of2)	0.918016276	-0.37869597
tob1(1of2)	1.61059107	0.425521319
tob1(2of2)	1.400309329	0.56210242
tomm20(2of2)	0.372537909	0.358800087
tonsl	-2.53978635	-0.632000016
tox4(1of2)	-0.98174683	0.337283984
tpd52	1.709197934	0.424426762
tpgs2	0.965133355	0.387480105
tpi1	0.377669149	0.67977652
tpm1(1of3)	0.351820825	0.319141027
tpra1	0.519717883	0.491440682
traf7	0.544693617	-0.316102859
trap1	0.647242522	0.436301237
trhr(1of3)	-0.928577848	-0.5014774
trib2(1of2)	2.908642139	0.91597931
trim16(11of15)	1.325814749	0.761828922
trim23	1.325974195	0.312514823
trim36	-2.032710011	-0.731726206
trim37	-0.36091098	0.383528622
trim39(1of27)	3.459482723	0.340261775
trim55(2of2)	2.820853873	0.496757725
trim68(1of2)	2.803422561	0.879973072
trim80(1of16)	1.56954709	0.462193564
trim80(5of16)	0.615744208	0.557066854
trim80(6of16)	0.872840507	0.298146025
trim80(7of16)	0.61000445	0.912579684
trim80(9of16)	2.79071921	-0.629746312
trip12	0.57769256	-0.503610799
trip4	-0.802546284	0.568252877
triqk	-0.547042586	0.322916488
trmt10b	1.536218586	0.328855689
trmt112	0.582623364	0.297594703
trmt12	0.505970356	0.347244992
trmt1l(2of2)	2.858043873	0.409368906
trnt1	-0.519801014	0.467825486
trpc1	4.500410227	0.96735753
trpv1(1of2)	1.044858991	-0.751563614
tsc2	1.009790613	-0.353508734
tsc22d1(2of2)	3.331821268	0.358909077
tsc22d2(2of2)	1.539921877	0.403852273
tsn	-0.588489274	0.360195301
tspan11	0.917965149	0.850153157
tspan14	-1.241860122	0.498990779
tspan3(1of3)	0.728739876	0.690395618
tspan3(3of3)	1.869506136	0.538209949
tspan5(1of2)	1.652722108	0.280355219
tspan5(2of2)	1.176215463	0.620133183
tspan8(3of3)	1.640702024	0.451120169
tspan9(3of3)	0.601873779	0.631050984
tspo	2.699634091	0.422943816
tsr3	1.68063755	0.306470583
tstd2	-0.856474284	0.512570631
ttbk1	2.610311078	-0.798539759
ttbk2(1of2)	3.176337557	-0.671429626
ttc32	0.628657644	0.3637066
ttc33	1.011416077	0.411403431
ttf2	-3.219329897	-0.404899558
ttl	-0.410822483	-0.384695037
ttll4	-2.358824603	0.935925314
ttll8	4.501932853	-0.856922181
ttn(1of4)	-0.373454344	-0.467135328
ttn(2of4)	0.642809939	-0.561861642
ttn(4of4)	-0.455604923	-0.618163081
tuba1c(1of10)	1.929913808	0.395776437
tuba1c(2of10)	-2.421801441	0.595691028
tuba1c(4of10)	1.845383606	0.732168759
tuba1c(9of10)	-0.799037594	0.536789042
tubb4b(1of5)	1.92138779	0.34779065
tubb4b(3of5)	-0.770210166	0.375671511
tubb4b(5of5)	-3.370973051	0.553241613
tubgcp2	-0.512697703	0.35624354
tubgcp6	-0.574890674	-0.444282915
tulp3	0.386140703	0.514056706
txndc12	-1.688077383	0.449988554
txndc17	-0.839572678	0.469557839
txndc9	1.169797179	0.425709948
tyro3(1of2)	0.520874021	-0.871289484
uap1l1	0.581143475	-0.646547862
uba2	-2.480787482	0.470613591
ubac2	0.767484719	0.975750019
ubap2(1of2)	-1.239144918	-0.374569759
ube2d2(1of3)	0.564764294	0.378142508
ube2d2(2of3)	2.01356802	0.357822423
ube2h(1of2)	1.558938599	0.348899562
ube2h(2of2)	0.593316231	0.681448857
ube2i(1of2)	-0.311822524	0.528964491
ube2i(2of2)	0.743304903	0.279564464
ube2k(1of2)	0.757466127	0.393962338
ube2k(2of2)	1.031755925	0.415066556
ube2l3(1of2)	-2.353268429	0.408201366
ube2n(1of2)	-2.781364243	0.417187158
ube2n(2of2)	-1.868311434	0.492925166
ube2r2	0.659574786	0.499254938
ube2s	-0.803154733	0.348723267
ube2v1	-0.707184577	0.457076839
ube2v2	1.284416764	0.442362975
ube3a(2of2)	-0.767000047	0.334126901
ubqln4	0.695303588	0.487195752
ubxn1	-0.45216356	0.425158507
ubxn4	1.479294114	0.28013732
ubxn7	0.874746583	0.507885947
ufd1l	-0.353413782	0.402100396
ulk2(1of2)	-1.572742722	-0.69186045
umps	-0.262789177	0.421760342
unc119b(1of2)	-0.851105458	1.872635844
uqcc1	0.753371174	0.313117308
uqcr11(2of2)	0.831851528	0.328424305
uqcrfs1	-0.459172678	0.398555801
urb1	-1.987358053	-0.462584347
urb2	1.781614941	-0.279101907
usp11	0.709971171	-0.96684715
usp12(2of5)	0.701680014	0.378963753
usp14	-1.001406033	0.312661606
usp24	-0.795657054	-0.38280331
usp34	-0.39475998	-0.450778104
usp43(2of2)	-0.968952313	-0.770104587
usp45	0.362290744	0.368784005
ust	1.495946308	0.351214386
uxt	1.53675245	0.333578833
vamp7	1.299785127	0.354212244
vamp8	0.382538981	0.438358658
vapa	0.442060506	0.475014485
vapb(2of2)	1.019095971	0.494681463
vat1(2of2)	-2.378251054	-0.681655084
vat1l(2of2)	-2.522935933	-1.673367595
vcan(4of4)	-2.58641489	-0.44970821
vdac2(2of3)	-0.538722241	0.498592254
vdac2(3of3)	-3.154773674	2.287289208
vegfb	-0.775122566	-0.817860893
vezf1	-0.729094426	0.369587362
vgf(2of2)	2.181457339	-2.557023562
vgll1	1.432955929	1.011166305
vgll2(1of2)	-0.722429815	0.706814687
vgll2(2of2)	0.556020969	0.554771826
vgll3	1.007997447	0.696826578
vgll4(2of3)	1.010435153	0.540114818
vhl	0.720809737	0.476847952
vimp	1.008042557	0.373091478
vit	-1.057204212	-0.632289036
vps11	-0.802297108	0.502672795
vps13c	-0.784000708	-0.472001564
vps26a	0.725908137	0.470213783
vps35	0.633496854	0.332609371
vps4b(1of2)	0.635315916	0.488550852
vwa2	-1.126326022	0.642184961
wasf3(4of4)	0.399863439	0.407357886
wbp11	0.532605766	-1.344927301
wbp2(1of2)	1.509127083	0.436241627
wbp2(2of2)	2.357072799	0.581029097
wbscr17	-0.907557288	-0.71571723
wbscr22	0.724708435	0.388404911
wdfy3(1of2)	-0.924289387	-0.411631434
wdr12	0.754314889	0.335603313
wdr27	4.08558934	-0.625681997
wdr31	-0.962882126	-0.411102328
wdr4	1.841327863	0.355948255
wdr45	1.590005788	0.36594149
wdr54	-0.71063785	0.493292869
wdr89	0.705476647	0.439815737
wipi2	1.220848691	-0.425072559
wnt5a	-1.072411299	0.608531508
xcr1(4of4)	1.737468702	0.458378015
xiap	1.91240233	0.574072079
xkr7(2of2)	2.051082056	-2.788954477
xpnpep1(2of2)	-0.34529398	0.292214325
xpnpep3	-0.828573461	-0.89567323
xpo4(1of2)	-0.681809835	-0.594874981
xpr1(1of2)	-0.54362758	-0.424807285
xrcc4(1of2)	-0.655866564	-0.751317631
yipf5	1.882022395	0.283335964
yipf6	0.517301221	0.340480316
ypel3	1.38969573	0.730529331
ypel5(2of2)	1.017723662	0.589911592
ywhab(3of3)	-0.977261784	0.478160857
ywhae(1of2)	-0.360641708	0.303862858
ywhae(2of2)	-1.14208346	0.459720089
ywhaz(2of2)	-0.660820216	0.605516641
zak(1of2)	0.613153753	-0.531738668
zar1(2of2)	4.874987517	-0.867607889
zbed1(5of6)	0.820029534	0.413770086
zbed4(31of38)	-0.554015813	-0.509730166
zbed4(36of38)	0.722654773	-0.414147443
zbed4(8of38)	0.442756059	-0.653503024
zbtb2	0.953045724	0.347120088
zbtb26	0.670060475	0.350430129
zbtb37	-0.478636917	-0.576484996
zbtb48(1of2)	-2.268865421	-0.619768697
zc3h12a(2of3)	-0.926587434	-0.426359509
zc3h13	-0.635623408	-0.704148831
zc3h4(2of2)	-0.367830968	-1.029870879
zc3h6(2of2)	0.707034412	-0.322089824
zcchc24(2of2)	-0.761416897	-0.369621399
zcchc6	0.392199666	-0.50245923
zcchc9	0.859064229	0.564865624
zdhhc13	0.484597516	0.371193135
zdhhc14(1of2)	0.814855823	0.588079046
zdhhc16(1of2)	-1.177353468	-0.627805664
zdhhc18(1of2)	1.014803508	-0.33481066
zdhhc2(2of2)	1.005138429	-0.445340179
zeb1(2of2)	-0.272668882	-0.333254391
zfp26	1.535811984	0.547379754
zfp276	1.000960462	-0.38173223
zfp28	-0.68242576	0.542431014
zfp282	0.53436738	0.469543907
zfp3	0.767791124	-0.353195199
zfp341	1.205632206	-0.409560495
zfp346	-0.691067583	0.471293148
zfp36l1(4of5)	2.227511938	0.754276037
zfp36l2	-0.445019919	0.540602501
zfp385a(1of2)	1.003057611	-0.453123526
zfp395	2.627492475	0.444828462
zfp560(7of8)	-0.538390075	0.397572007
zfp593	0.850360696	0.509043715
zfp638(1of7)	0.665082136	-0.480116987
zfp638(4of7)	1.940656957	-0.447406008
zfp646	-1.128238782	0.404625466
zfp777	-0.505256276	-0.420055543
zfpl1	0.43412255	0.740897239
zfpm1	-0.659046161	-0.609499713
zfyve21	0.860258857	0.321133021
zfyve26	0.702953795	-0.431303221
zhx3(2of2)	1.499640467	-0.840299079
zkscan7	0.275618928	0.480259266
zmym1(3of14)	0.609004102	-0.365674974
znf135	0.61142446	0.643608442
znf225	0.772363589	-0.447164655
znf226(1of4)	1.202038603	2.35402694
znf235(118of148)	1.98870178	-0.516054109
znf235(11of148)	0.698273858	0.287085077
znf235(122of148)	0.454721011	0.585421137
znf235(148of148)	-0.562006933	-0.499080566
znf235(20of148)	0.698525476	0.339171418
znf235(33of148)	0.614064327	0.575907905
znf235(34of148)	0.628743126	0.355372089
znf235(41of148)	-0.394158934	-0.390639185
znf235(57of148)	1.265771575	0.683304251
znf235(74of148)	-0.699698674	0.550261054
znf235(77of148)	0.951325052	0.616247636
znf235(7of148)	0.358957099	0.548870928
znf235(80of148)	0.923527478	0.457976912
znf235(96of148)	0.928239825	0.457809191
znf287(3of3)	0.578362026	-0.43322059
znf333(1of2)	1.068847041	0.33759801
znf33a	0.670775096	0.696285024
znf420(3of4)	1.214435314	0.390667142
znf431	1.269033436	0.588371059
znf502(2of3)	-0.496020206	0.438594543
znf568(8of15)	0.629260654	-0.505881766
znf569(11of12)	-0.557659739	0.548269037
znf582	2.590032531	0.453595761
znf595(9of11)	-0.871912011	0.439471491
znf597	-0.994088745	0.58810134
znf658(5of5)	-0.527275036	0.589136025
znf692(1of2)	0.940011162	-0.486172434
znf692(2of2)	0.660648267	-0.304098586
znf85	1.005527551	0.432458739
znf862(1of6)	2.106996813	-0.558406125
znf879(1of2)	1.126313439	0.484380318
znrd1	0.821067177	0.511021125
zscan2(2of3)	0.868385189	-0.893122667
zscan20(2of5)	-0.899406201	0.444951262
zscan29(9of9)	0.707004883	0.376432955
zswim5	-0.507862879	-0.449650482
zswim6(2of3)	-1.039028581	-0.473693519
zswim7	-0.832304568	-0.766570532
zw10	-1.235996922	0.400256595
