Gene	Chip_FC	RNA_FC
plp1	-5.25	-6.313733207
tyk2	0.63	1.608229385
pnisr	-0.49	-1.232096707
cenpq	-1.88	-1.977506329
cap2	-2.78	1.736097983
idua	0.62	1.506896499
ngf(1of2)	-1.48	-1.330338334
rrm2(1of2)	2.05	1.436483397
btg4(1of2)	1.13	1.636162025
slc27a1(1of2)	0.48	-1.314594526
bcat1	-0.585	-1.163762656
atg7	-0.16999999999999998	1.622790629
gnpnat1	-0.76	-1.371596436
kat7(1of2)	-0.47	2.460090199
igdcc4	0.56	2.477983591
whamm	0.62	1.68905716
ccdc64(3of3)	-1.5	-1.028039803
pitpnb(1of2)	-0.51	-1.479193126
rell2	1.01	1.510665024
plcb1(1of2)	-1.97	-1.72800723
aida	-1.26	-1.710672158
rbx1	-0.47	-1.836495042
cenpm	-0.55	-3.971989506
tshz2	-0.905	-1.657689087
cpsf6	-0.47	-1.193962576
ctbp1(2of2)	-1.3900000000000001	-1.432402813
gstk1	-0.63	-1.639260376
surf6	0.58	1.017285917
cog1	-0.64	1.289581198
pdzd8	-0.49	-1.556776063
topors(1of2)	-0.5	1.091019839
hnrnpab(2of2)	-0.58	-2.290551907
stk35(2of2)	0.47	1.091154112
gltscr1l	-0.46	1.039398782
dld	2.265	1.128276865
sv2a(2of2)	-2.575	-2.139695636
mmab	0.76	1.475899817
ncor1	-0.48	-1.010451911
vdr(1of2)	2.96	1.818647606
cdc42(1of4)	-0.58	-1.911946248
dusp2	-2.06	-5.015754534
pts	0.09000000000000008	2.477601068
p4ha1(1of2)	0.55	1.088877737
ier5l(2of2)	0.51	1.546197276
olfml2b(2of2)	-3.38	-2.894301432
plcg1(1of2)	-0.89	1.637807786
kctd10(2of2)	-0.51	1.441601902
atp5j2	-0.73	-1.643681599
etfb	-0.62	-1.383167329
zmiz2(2of2)	0.55	1.059531882
snx18(2of2)	0.55	1.401608886
cxxc1(2of2)	-0.55	2.199397314
cyp2g1	4.97	2.117959123
mocos	-2.01	-2.634837129
klf6(2of2)	0.57	1.369057159
pnpla8(1of2)	-1.5	1.034866857
sco2	-1.16	1.992069995
prkcsh(1of2)	-0.53	-1.412860836
angptl1(2of4)	-5.91	-3.322678402
ddx52	-0.51	1.562566983
kiaa1328	-0.72	-1.775640852
lpin1(1of2)	1.19	2.492977571
dnm1l(2of3)	-0.75	-1.616509279
cbx3(2of2)	-0.59	-1.672346072
otx1(2of2)	-2.94	-1.592285044
mmadhc(1of2)	-0.62	1.002647588
pspc1	-0.51	-1.428150451
h2afz	-0.51	-3.512514118
cflar	-0.77	3.411271663
rpl28	-0.48	1.993402675
hes7(1of2)	1.82	4.359682682
zbed5(7of11)	6.05	2.00897862
pcgf5	1.32	5.034643606
idi1	0.75	1.621902006
tbxas1(3of3)	0.55	2.202540825
ndufs1(2of2)	1.22	4.302295161
riok3	-0.55	1.64312058
nhlh2	-2.47	-1.278833951
nav3	1.0299999999999998	-1.414255345
stap2(2of2)	-1.44	-1.852850271
mapkapk2	-0.5	-1.227231471
rcan3	-5.89	3.675496444
ybx1	-0.49	1.806250539
atg2a	2.755	1.079415375
aldh9a1(2of2)	0.66	4.099881408
tsr3	0.62	2.003297354
nfe2l2(1of2)	0.71	1.780908251
abca1(2of5)	-2.66	5.452321621
tfap2a	0.15000000000000002	2.676202198
dlg1(2of2)	3.8166666666666664	1.578462522
papl	0.72	1.788124366
klf11(1of2)	-1.2999999999999998	1.206373863
robo2(4of4)	-2.96	-1.777990092
dazap1	-0.49	-2.05979188
ispd	-1.55	-2.397687769
pax3(2of2)	-0.72	-1.31990446
prtfdc1(2of2)	-0.61	-1.872739986
vat1(1of2)	-1.04	-1.567702633
bax(3of4)	-0.66	-1.939577399
cox4i1(1of2)	-5.16	-3.657144003
ltbp1(1of2)	-0.59	-1.048224224
gpx1(2of2)	-5.85	-4.384541904
hephl1	-5.84	-4.34490711
klhdc4	-0.77	-1.783186373
ppp1r18	-3.31	-4.262007849
mbtd1(3of4)	0.51	1.210141128
gins2	-1.2033333333333334	-2.747274273
gtf2h5	-0.58	-1.249674024
fam179b	0.46	1.393206983
nags	-2.29	-2.720665165
elavl2	-2.91	-1.141652614
pdcd2	-0.75	-1.444749385
mob4	-2.18	1.025911662
ccdc84	-0.57	1.844865736
irx1(1of4)	-0.58	-1.371871967
col4a2	-0.99	-1.629605678
arhgap22(2of2)	-4.14	-1.210222845
wfdc1	-1.38	-1.628126061
ap2a1	-0.455	-1.124074842
med8	-0.55	1.257114787
bpnt1	-0.78	-1.313966046
hdac8	-1.4	-3.226928807
cep89	0.62	2.081580413
tbl2	-0.53	-1.303993634
cox6a1(1of2)	-0.55	-1.82435337
rerg(2of2)	-3.47	-2.50156666
sec31a(1of2)	-0.58	-1.432091954
sumo2(2of3)	-0.49	-1.867989162
bin1(1of2)	-5.81	-2.387566781
hdac4(1of2)	-1.7766666666666664	1.301645482
map1b(2of3)	0.275	-1.135897918
sostdc1(1of2)	-5.8	-3.763840873
stk4	-0.61	-1.771034965
ankrd6(1of2)	-0.68	1.398326227
atp11a(1of2)	-1.22	-1.668906601
shf	0.385	1.031196689
pgm1(1of2)	0.16999999999999998	1.255315888
en2	-2.455	-1.685794999
ccnyl1(2of2)	0.55	1.713756222
yif1b	-0.48	-2.757633397
gtf3c1	0.49	1.161920961
tbc1d30	-0.86	-1.025431881
gmpr	-1.48	2.570319476
mfn1	-0.56	-1.027253422
spcs1	-0.5	-3.248296227
c6orf118	1.59	3.088473008
adcyap1(1of2)	-5.13	-2.426197913
ipo13(2of2)	-0.65	-2.307002916
gtpbp4	-0.58	3.110658558
cdc6(2of2)	3.0100000000000002	-2.422534644
rpl9	-0.53	1.475826193
lpcat2	-1.645	-1.42960894
trmt1l(2of2)	0.5	3.315392757
rnd1(2of2)	0.96	1.109551852
laptm4b(2of2)	-0.79	-1.316640939
mat2a(1of3)	-0.44	-1.446679787
vash1	-5.77	-3.541924714
rbm8a	-0.43	-1.608708445
tmem205(1of2)	0.59	2.108327255
c2cd5	-0.51	-1.07069091
urb1	-0.63	-1.843866275
tmem243	-0.61	-2.197592156
naa40	-0.44	1.048847049
prrg1	0.54	1.604848438
il11ra1	-0.6	-1.265167503
znf569(3of12)	-0.475	-1.50446436
lsm7	-0.52	-2.774275685
npas3(1of2)	-1.3599999999999999	-1.529420005
gnpat(1of2)	1.12	2.245386558
olig3(1of2)	-1.51	-2.889598971
rab1a(2of3)	-0.45	-1.551588845
flrt3	-0.55	-1.482630129
dmgdh	5.9	1.78786179
ppp1r13b(2of2)	-2.87	-1.051451873
rpl22(2of2)	-0.46	1.650329892
ccdc61	-0.8	-1.501794985
ddit4l(1of2)	-2.09	-1.445875757
mat2a(3of3)	-3.47	-3.237799911
uba5	-0.6	-1.776581222
cfap20	-0.53	-1.182127563
pgam1(2of2)	0.74	-1.501194274
urb2	0.55	2.041452755
ccnj(1of3)	-0.52	-1.104919185
rbpms	-0.66	-1.362756462
gmcl1	-0.56	-1.350321607
sssca1	-1.195	-1.07882028
ppp1r9b(2of2)	-0.51	-1.375024856
efnb2(2of3)	1.08	1.214410209
atf7ip(2of2)	-0.45	-1.730307035
znf568(10of15)	-0.49	-1.026928636
hdlbp(2of2)	0.52	1.557382034
slc15a2	0.63	1.67702135
cenph	-0.67	-1.457068278
drc1	-5.03	-3.03338901
enpp1	-1.31	-1.712216694
hmgn5	-0.47	-2.920633602
slc10a3	-0.57	-1.152650722
pde4dip(1of3)	-1.46	-1.514078855
whsc1	-0.77	-5.224200368
rhoa(3of5)	-0.45	-2.122049781
cldn3(1of2)	-2.42	-1.348872687
sfxn1(1of2)	-0.52	-1.011036543
cyb5a	-0.59	-1.198175525
snx15	-0.6	1.069308133
clu	3.77	2.356897823
dkk2	-1.48	-2.724455798
sympk	-0.56	-1.070521081
znf510	1.5999999999999999	1.051184105
cops6	-0.59	-1.438631759
otor	3.27	2.181677979
zhx3(2of2)	-0.52	1.492876119
tmbim6	0.43	1.226317896
c7orf60	-0.61	-1.392017471
fbxl5	0.49	2.025413252
cadps2	-1.29	-1.686286763
dusp16(1of2)	0.76	2.250526976
pcmtd2	0.53	2.375320369
npm3	-0.56	-1.105641865
akna(2of2)	0.58	1.563917799
rybp	1.08	-1.13444028
dnajc28	0.89	1.509376636
ezh2	-1.4	-5.709102873
ext2	-0.44	-1.312877966
onecut2(4of4)	-3.03	-1.529078899
ctsz(1of3)	0.75	1.452385843
chst12(2of3)	0.125	-1.308250588
atp5a1(1of2)	-0.49	-1.030253653
kiaa1191(1of2)	-0.83	1.306213562
ap4b1	1.615	1.510181788
chchd7	0.6	1.205135656
eef1a1(1of5)	-0.44	1.02092876
mtfp1	-0.5	-1.514516112
madd	0.44	1.606396712
actr1b	-0.44	-1.059951013
peak1(2of2)	0.57	1.476911371
cct8	-0.45	2.854434951
s100a16	-0.93	-1.262030773
gadl1(2of2)	0.45999999999999996	1.395815705
crb1(4of4)	-5.65	-1.646409365
hyal2(1of5)	-0.63	-1.048988898
aifm1(2of2)	-0.51	-1.013241561
pabpn1(1of2)	-1.1500000000000001	-1.252516841
hist2h2be(9of12)	-1.16	-7.913996923
zfp36l1(1of5)	-2.69	-1.149246414
tm7sf2	-1.48	-1.520680827
lepr	1.76	1.13407112
cfap52	2.995	2.427483045
psmd13	-0.55	-1.411953163
nudt21	-0.47	-1.897636043
foxl1(2of2)	-3.83	-4.78953795
ypel5(2of2)	0.5	1.367590139
plcd1(1of2)	-2.585	-1.63960631
neurog1	-0.81	-2.159432849
zscan22(4of6)	1.425	2.239942426
col1a1(2of2)	-1.33	-1.192540281
mesdc2	-0.55	-2.436701397
epb41l4b	0.72	1.453793819
camsap1(2of2)	-3.68	1.114197412
rpusd1	-0.59	1.102783594
rin2(3of4)	3.1266666666666665	3.97323716
LOC107375217	1.19	1.575016948
vgf(2of2)	0.52	2.738273417
scly	0.48	1.259275654
dlx2	-1.14	-2.105284832
hs3st3b1(1of4)	-2.835	-2.29508372
dclre1b	-0.48	-1.197388742
arpp19(2of2)	-0.56	-2.258373746
cdc14a(2of2)	0.59	1.249422979
rassf8(3of3)	5.82	3.024267026
LOC107379082	0.65	1.129065858
foxd1(2of3)	-1.12	-1.372028366
bach1(1of2)	0.54	2.049463179
mrpl51	-0.52	-1.683843193
eif3k	-0.645	4.048711114
znf235(102of148)	1.02	1.160175367
pitpna(2of2)	-1.8000000000000003	-1.639123562
eaf1(1of2)	-0.49	-2.643215187
haus3	0.24	-1.560318429
mettl25	-2.29	-3.423208168
pdpn	-2.88	-3.150018418
ttc39b(1of2)	-1.23	-1.690895862
tfpi2	-5.61	-2.087231616
zfp518a(1of2)	0.46	1.829404547
ulk1(1of2)	0.47	1.293432582
slc35f6	0.49	1.245402585
osbpl10	0.76	1.938796762
rfc5	-0.51	-2.207274896
frk	-1.67	-1.460537826
kif1a(1of2)	-1.75	-1.567668303
peli1(2of3)	0.76	3.265244969
rps6	-0.47	1.848429406
kdm7a	-0.52	-1.440811722
h2afv	-0.45	-3.568336381
dnah3	0.62	1.919513833
LOC107375165	-0.79	-2.050627913
wdr34	-0.54	1.370199605
LOC107385501	0.47	2.49715602
slc38a4	-1.055	-1.048251163
eef1a1(3of5)	-0.68	5.737174321
nudt8	0.57	2.029493444
hist1h4c(7of12)	-0.76	-4.349103105
atn1	0.58	1.211683045
cdk17(2of3)	-2.3899999999999997	1.330133939
zbed1(3of6)	0.595	-1.192830254
bad	-0.47	-1.384272336
fam181a	-0.79	-1.870741157
snrnp27	-0.42	-2.201098343
ube2m(1of2)	0.95	-4.25451296
mcm7	0.44	-1.596525718
gapdh(1of2)	-5.58	-1.163514082
kdm8	-0.51	1.380066861
dynll2(2of3)	-0.49	-1.137522371
dnajb4	-1.08	-1.956089396
alx4(1of2)	-1.34	-1.533101762
nab2	-2.62	-2.391280383
hmx2(1of3)	-1.66	-5.463580507
srpr	-0.5	-1.223527146
myo5a(2of2)	-2.02	-1.011470045
ncoa5(1of2)	-0.42	-1.244542448
mut	0.44	1.395755003
kif5b(3of3)	-0.45	-1.509372696
tagap	0.96	1.077940793
pgm2	-0.91	-2.521009044
r3hcc1	-0.74	-1.002056057
apcdd1(2of2)	-2.8	-1.583425448
bphl	1.07	1.172930911
prdm15	-0.86	-1.317132618
mfap2(1of2)	-3.49	-2.591560934
spc24	-0.68	-4.613152236
rgs17	-0.61	-1.535008049
pgrmc2	-0.44	-1.135537804
adamts18	-3.7	-3.516279721
itga6(1of3)	-0.92	-1.669459596
apcdd1(1of2)	-1.4	-1.52758194
syncrip(1of2)	-0.42	-1.685877768
cry1(5of5)	0.59	3.93084443
gusb	-0.48	-1.864623548
bcl10	-1.04	-1.270060855
trim71	2.472	1.507693855
swi5	-0.59	-1.87462231
psmb2	-0.44	-1.437686341
adamts16	-2.5149999999999997	1.058093558
lurap1l	-2.3200000000000003	-1.042501467
mfsd9	-1.88	-2.378731877
rax(3of3)	-5.54	-3.509875
cdk8	-0.57	-2.119325484
ctdspl(1of2)	0.61	1.928114045
jade1	1.3466666666666667	1.484931066
mmp2	-1.52	-2.542870923
ext1(1of4)	0.79	2.009166227
set(1of2)	-0.52	-1.674564699
pbxip1(2of2)	0.44	2.15869103
vcl(1of2)	-5.54	-2.09427522
cdca4(2of2)	0.68	1.260097663
nup155	-0.42	-1.530306007
kif2a(1of2)	-4.81	-2.839403613
bub1b(1of2)	-0.56	-3.204229522
znf235(4of148)	1.27	1.661373764
cntn1(1of2)	1.25	1.584855835
ogt	-0.41	-1.14887934
slc25a44(1of2)	0.49	2.288345367
tmed7	-0.5	-1.082122558
gdf11	-0.9	-1.782157638
golt1b(2of2)	-0.195	-1.317112619
nfatc3(1of2)	0.54	1.133570487
gcfc2	0.49	1.252085029
fads2(1of4)	-5.52	-4.286003144
kansl1l	2.45	1.40377779
pole4	0.48	-1.876913655
erbb3(1of2)	-5.52	-2.372849273
nde1(2of2)	1.09	1.161267338
alyref(1of2)	-0.49	-1.366912877
slc2a8	0.68	1.093484234
zdhhc14(1of2)	0.5599999999999999	1.262856227
cdcp1(2of2)	-0.15999999999999992	1.193559093
prlr(1of2)	-1.61	-1.468650852
zmym2	-2.185	1.310153532
trmt61b(2of2)	0.63	1.815691918
hdac5	-0.6000000000000001	1.347321054
irf5(1of2)	-0.57	1.665876696
hmcn1(8of8)	-1.8	-2.436478312
mocs2	0.84	1.725209206
ap2m1	0.36000000000000004	-1.155842069
serp2(2of2)	0.009999999999999934	3.301181735
gm17296(2of2)	-0.55	-1.645033902
lrrc8a(2of2)	-0.48	-1.339180827
angptl7	-5.5	-5.512051054
klhl28	-0.41	1.251178356
rbm17	-0.45	1.111837567
arhgef18(2of2)	0.97	1.093758164
epn1(1of3)	0.47	1.177921241
pcyt2	0.45	1.103737317
hhatl(1of2)	-3.6	-1.930885068
cpped1	-0.81	-2.645922638
kank1(2of3)	-0.86	1.398475863
mlf2	-0.42	-1.37089692
sfpq	-0.48	-1.060607152
gdpd2	-5.47	-3.550623298
neurod4(2of2)	-1.68	-2.01364433
olig3(2of2)	-3.99	-1.838676533
rps19	-0.41	1.907553192
rps21	-2.8449999999999998	1.242187079
tcea3	0.65	2.197730241
chst5(2of5)	0.66	3.826777839
lgr6	-5.46	-2.812891326
rexo4	-0.59	-1.269633313
syne2(4of7)	-3.23	-1.147792828
wls	-0.43	1.510465233
gale	-0.92	-2.078744734
c8orf33	5.63	-1.214006095
hoxa5	-0.46499999999999997	-1.185934154
znf235(35of148)	-0.47	-1.171330401
crat(2of3)	0.46	1.675529525
pdia3(1of2)	-0.47	-1.085770623
srsf3(2of2)	-0.165	-2.24479835
gnb2l1	-0.43	1.449353869
c1orf74(2of2)	-0.67	1.196056002
kctd4	5.61	2.030451732
sfrp5(2of3)	-4.35	-3.041087214
ell2(2of2)	-0.52	-1.396220643
mob3c	0.74	2.881692946
alx4(2of2)	-1.8	-1.450698794
shtn1(2of3)	-2.48	-1.214939801
csdc2(1of2)	0.69	3.682738744
cbx8(2of2)	0.7250000000000001	1.282826757
ube2l3(1of2)	-0.47	-2.511816339
hist2h2ab(8of10)	1.51	-6.89097946
il1rap(2of3)	-0.65	1.465551466
sec11a	-0.43	-1.562194097
h2afx	-0.41	-3.837966419
cmip	0.45	1.576173916
e2f3(2of3)	0.62	1.231911978
prpf19	-0.45	-2.146354256
hbg2(2of4)	3.22	-4.097434374
inpp4b(1of2)	-3.57	-1.725774956
akap13	0.46	1.014901133
svip	0.41	2.248147736
olfml2b(1of2)	-2.06	-1.17072055
slbp(1of2)	-0.42	-2.689405372
neu1(1of2)	0.77	1.220098222
dnajc5(1of4)	-0.48	-2.249217005
plpp3(2of4)	-0.41	-1.230948203
mycbp(2of2)	0.58	2.340883613
calm3(1of4)	-0.37	-1.981286562
hspb1(3of3)	1.2874999999999999	-1.10261738
hypk	-0.5	-1.574249
phox2b	0.2799999999999999	-3.098637684
sdf2(2of2)	2.165	-1.613691938
yipf3	-0.45	1.356491946
cd84(2of2)	-5.41	-1.831324777
hid1	0.93	1.46616122
ghr(3of3)	0.49	1.324942287
csrnp3(1of2)	-2.38	-2.233652056
sall2(1of2)	0.63	1.934019458
aco2(1of2)	-0.48	-1.684823251
plxnd1	-0.79	-1.861846156
thbs2(2of2)	-5.39	-1.056656329
ivd	-0.5	-1.077150396
mcf2l(1of3)	-3.235	-1.390795235
rgn	-2.93	-2.403094123
zbtb48(1of2)	-2.5149999999999997	-2.163497035
zfp560(5of8)	1.415	1.946710517
bnip3l(1of2)	0.5	2.061716713
lcn15	-5.38	3.199795482
ube2e1	0.43	3.901456485
tuba1c(8of10)	0.8433333333333334	-2.250157358
rasip1(1of2)	-5.38	-1.613694427
zc4h2	-0.52	-2.384185021
hla-a	-2.33	-2.017250587
uba2	-0.45	-2.584539908
prss23(1of2)	1.13	2.073391317
insig2(1of2)	-0.51	-1.784351194
sox1(1of2)	-1.4	-2.318889029
stil	1.24	-1.954743378
tiam2(2of3)	-4.8	-1.426079599
carkd	0.47	2.129188434
dst(2of2)	-1.5599999999999998	-1.029128468
dock8	-1.58	-1.021307464
slc9a6(2of2)	0.47	2.039509825
tbc1d5	0.42	2.374118424
march5(2of2)	2.77	1.610110966
foxd3	-1.4700000000000002	-2.701413722
yipf5	-0.42	1.759902875
cartpt(6of6)	-0.77	-3.38574366
bmp3	-0.06333333333333331	-1.629146152
kif16b(2of2)	-0.51	-1.500593106
btf3l4	-0.46	-1.382750555
golgb1(1of2)	-0.48	-1.127609166
zfr(1of3)	-0.47	-1.148508388
gtpbp1(1of2)	-0.42	-1.190910349
lrp8(4of4)	-0.71	-1.018626681
pard3b(3of3)	-1.69	-1.149111824
cetn2(2of2)	0.53	1.441100558
cfl2(3of3)	-0.45	-2.137975008
ergic3	-0.5	-1.625025816
kazn(3of4)	-5.34	1.705834623
bmp7(2of5)	-0.76	-1.636264756
tmem203	-0.52	1.155025748
tmem200c(1of2)	-2.32	1.119653575
mcm10	-1.475	-1.610933319
vwde(3of3)	0.74	1.568192977
LOC107397355	-0.79	-1.397891942
gareml	0.7	-1.318318828
rps23	-0.46	1.644482735
cep120	-0.17500000000000004	-1.388960341
camk1d(3of3)	-0.95	-1.211575182
pax5	-3.5900000000000003	-1.1715365
gadd45gip1	-0.44666666666666677	-2.170930342
tmem167a	0.4	1.350138616
znf235(142of148)	-0.3925	2.349900515
isca2	0.44	1.930878172
ppl	1.14	-1.483191428
chtf18	-0.63	-1.376078661
znf3(3of3)	0.69	1.155373095
dgkb(4of4)	-5.33	-2.723821549
cntln	-0.39	-1.402834959
sdr39u1	1.05	1.190872005
smg7	2.12	2.001905737
cep78	-0.5	-1.482043541
slc22a5(3of3)	-5.31	-4.53122689
arl6ip5(1of2)	1.33	2.467638009
dcaf8	0.4	2.049770626
adhfe1(2of2)	1.06	1.784877614
rps29	-0.39	1.258988876
atp1b1(2of2)	0.835	-1.707577382
wnt9b	-2.28	-2.784293956
zscan20(1of5)	0.67	1.816571366
tmsb4x(2of2)	-5.3	-5.223142022
samd10(1of2)	-5.3	-2.074024285
atp6v1g1	-0.49	-1.325130722
iars2	-0.5	-1.53712289
calcoco1(1of2)	0.44	2.601542769
angptl3(2of2)	1.84	1.106262038
khsrp(1of2)	-0.46	-1.380866251
rpl19(2of2)	-0.4	2.068287931
c9orf3	-0.21000000000000002	1.060133472
mtmr7(1of2)	0.64	1.457185178
ift43	-0.46	-1.473161237
tob1(1of2)	0.38	1.840623689
hnrnpul2	0.45	1.321693511
cherp	-0.44	-1.070296141
rps6kc1	-0.4	-2.526794165
actc1(3of5)	-5.28	-2.355258238
gsx2	-3.45	-2.594547533
prr36	-0.43	-2.194045321
wdr45b(2of2)	-1.75	1.691027858
fgf18(2of2)	-1.67	-2.073539701
rffl	0.42	2.362686519
tnrc18	0.26	1.675730601
jag2(2of2)	0.45	1.717132254
ap5b1(1of2)	0.56	1.100891148
rasgrp1(2of2)	1.13	1.657683972
scara3	-1.26	2.156553876
kank1(1of3)	1.616666666666667	1.936286274
lamp1(2of4)	0.42	2.220709614
fam20c(6of6)	-1.48	-1.767160555
shfm1	-1.75	-2.564708974
rbm12b(1of3)	0.68	2.609366927
pkp1(1of2)	-1.79	-1.580751052
thbs3	-5.29	-5.163951462
zfp516(2of2)	-1.615	-1.729783252
pgm3	-0.74	-1.505149975
tcf19	-5.0	-6.81295309
fbxo30(3of3)	-0.53	-1.53942775
fam171a2	-0.46	-1.784495156
slc35a1	-0.47	-1.447079979
phf10	-0.45	-1.537975528
snx19(1of2)	0.43	2.226776379
wscd1	1.54	2.414389475
hadhb	-1.2733333333333334	-1.216099095
kiaa1522(1of2)	1.6666666666666667	1.641994922
shisa4(1of2)	-0.43	1.579804909
dhx58	-2.435	-1.703141281
rps11	-0.44	1.936797319
ndufb11	-0.42	-1.231622534
mrpl45	-0.6325000000000001	1.412710448
lmtk3	1.25	1.275882001
tbc1d19	0.75	1.113622421
zfyve16	-0.45	-1.273319882
adamts10	-4.78	-1.803943657
LOC107386137	0.46	2.544314422
tp63	-2.2933333333333334	-2.16395335
zbtb5(1of2)	-1.14	-2.230332608
cdk2	-0.42	-3.606021607
hmgn1(2of2)	-0.41	-2.697582064
tgm1(2of2)	-0.92	-1.274348341
ank3(1of2)	-1.9085714285714286	-1.137111164
fstl1	-0.5	-1.670952594
sypl1	-0.63	-2.311774812
atg14	0.44	2.408585519
cd9(1of5)	-0.53	-1.612328104
tgfb3(1of2)	-1.25	-2.275646142
eef2k	0.4	3.042934136
tmem106a	0.77	1.448421285
gap43	-5.22	-3.391589868
zfp395	0.42	3.388957833
ikzf5(1of2)	0.45	1.300018159
aim1(2of2)	-1.81	-1.52624384
zscan20(4of5)	-0.53	1.987014954
slc44a2(2of3)	0.67	1.104496576
cirh1a	0.46	2.208847509
vax1	-5.22	-2.348610193
zfp524	-1.14	-1.032628654
glb1(1of2)	-1.29	-2.444554907
mmp23(2of2)	-1.46	1.146158513
LOC107394946	-0.55	-1.014186255
ift27	0.57	-1.718717319
elovl1(1of2)	-1.135	-1.19801678
ivns1abp	-0.38	1.412795356
tgoln2	-0.63	-1.27447786
tmem175	0.67	1.018819434
metap1d	-0.54	-1.006486848
hes3	-5.19	-5.333218265
zfp36l1(3of5)	2.125	1.196807765
gtf3c4	-1.5250000000000001	-1.491499061
ckap4	-0.5	-1.505023288
klhl41(2of2)	-3.14	2.369111502
sncb	-2.86	-1.482044506
cacna1s	-5.22	1.315348643
rpl13a	-0.41	1.844417601
tnfsf11	0.54	1.022171702
cd40(5of6)	1.13	2.042830782
coq3	0.52	1.421796059
otud6b	-0.54	-1.448811449
rps12	-0.46	1.470573843
krt17(5of5)	-3.98	-3.634011002
btf3(2of2)	-0.5	3.511307451
kiaa1191(2of2)	-0.37	1.323274642
ube2w	0.42	2.04763301
mnd1	-5.21	-6.769521494
arsd	-1.03	-1.621551781
ing3	0.305	2.705497096
zc3h12b(1of2)	2.975	1.943559054
son(1of2)	-0.43	-1.324558911
foxe1(2of2)	2.41	-1.267660937
api5	-0.37	-1.34689197
glrx5	0.39	-1.06417624
nprl2	0.46	1.054059173
cpne3(2of3)	0.51	1.900042691
clstn3	0.83	2.57752301
mrpl47	-0.52	-1.113834751
hexb(2of2)	-1.26	-2.49615356
plpp1(2of2)	-1.1099999999999999	1.00375533
znf235(105of148)	-0.51	1.444884936
cox6a1(2of2)	5.36	1.245528285
dtd2(2of2)	-0.57	-1.09498324
trpm4(3of3)	3.26	2.322746855
hnrnpr	0.605	-1.07477611
apc2	-1.5	-1.546715406
tbc1d9b	0.56	1.021321229
pcdh12	-4.800000000000001	-2.131108101
socs4	-5.16	-1.315543044
cops5	-0.48	1.572754106
nlrc3(20of24)	-4.28	2.208327643
rnmt	-0.51	-1.246342912
zfand5(2of3)	0.565	1.226410386
zyg11b	0.38	1.156535425
col11a1(2of4)	-2.9050000000000002	-4.51980818
smarcc1(2of2)	-0.43	-1.434045783
parn	-0.41	-1.146055548
alpk2	-5.15	-1.389558969
fras1	-0.55	-1.471464809
akr1b10(4of4)	2.295	2.398189717
tmem107	0.52	1.89929383
rsbn1l(1of2)	2.1350000000000002	1.285967104
mrps28	-0.48	-1.252218465
aasdhppt	0.37	2.21871111
inpp5e	-0.56	1.150175858
pi4ka(1of3)	-0.49	-1.92521397
vwa1	-1.46	-1.962172127
dbx2	-1.28	-2.873281112
baz1a	-0.36	-1.207661116
atp11b	0.38	1.224023754
arl6(1of2)	-0.56	-1.698683285
hdgfrp2	-0.4	-1.540957336
csnk2b(1of2)	-0.41	-1.259543396
ptges3(2of2)	-0.41	-1.209918308
fopnl	2.16	2.207093262
dhrs7b	2.52	1.438131472
prdx5	0.42	2.293798166
p4hb(2of2)	-0.41	-1.134154754
wdr91	0.68	1.475872217
bcam	-0.45	-1.125562961
tspan3(3of3)	0.45	2.117177083
ldhb(2of2)	0.43	1.093342445
kpna2(2of3)	-0.49	-3.901851776
prkar2b	-1.74	-1.957891531
znf235(6of148)	-0.66	1.065870532
chmp1a	-0.54	-1.315268083
kdm1a	-0.38	1.031831946
tpm1(3of3)	-1.8250000000000002	-1.523769619
nrp1(3of3)	-0.52	-1.073778289
LOC107391470	-3.57	3.891377468
tbc1d15(1of2)	-1.59	-2.401981348
rbm15	0.38	1.336808236
minos1(2of2)	-0.47	-3.31082831
fdxacb1	-0.51	2.457039817
morf4l1(2of2)	-0.44	-1.303454053
bod1l1	-0.5	-1.734705221
trip4	-0.56	-1.015299062
rplp2(2of2)	-0.38	1.257008284
pdcd6	-0.77	-1.113851192
emx2	-0.89	-1.096865457
pcmt1(1of2)	0.36	1.390289418
hpse	-0.86	-2.010211243
snrpe	-0.39	-3.11639723
gatm	-1.04	-2.657211641
dennd6b	0.46	2.415908375
rundc1	-0.6	-2.738351328
dennd1a	0.43	1.706337869
gamt	-1.79	-2.783815481
mrpl33	-2.455	-1.841935357
crb1(3of4)	-1.26	-2.45074997
serinc1(3of4)	0.37	1.068477114
LOC107390281	-0.36	1.609553934
atg4d(2of2)	-0.41	-1.200271023
cbr4	-0.72	-1.239189058
dok6	-2.61	1.10361824
otud1(1of2)	0.39	2.200737565
zfp365	0.415	1.575032229
dtwd1	2.805	1.792340797
shmt2	-0.43	-2.305878332
armc5	1.68	-1.087145612
abhd17c(1of2)	-0.36	-1.585415987
dnajc9	-0.4	-2.300668762
tnni2(2of5)	-3.49	-2.704732041
cfap44(5of5)	-5.08	2.11124609
hist2h2be(4of12)	-1.0	-5.166895778
etv6(1of2)	0.38	1.060538474
rab15(1of2)	-5.08	-3.309372282
hk1(2of2)	-2.57	-1.859624046
rpl11	-0.41	1.345051522
nf2(2of2)	0.57	1.174919694
aatk(2of2)	-1.5066666666666666	1.989333524
ncan(3of6)	-1.68	-1.651615806
afg3l2	0.52	1.170340983
