id,qval,Log2Fold
cxorf23,0.00599699,-0.408294834
rnf41(1of2),0.00599833,0.577766405
rrm1(2of2),0.006000189,0.553704283
trim37,0.006014981,0.383528622
cdip1(2of3),0.006018097,0.376294616
oxld1,0.006025265,0.394203166
eif2b3,0.006025736,0.293560729
arhgap17(1of2),0.006026351,0.308352087
use1,0.006027542,0.374997125
LOC107393513,0.006033229,-0.745978141
hyal2(1of5),0.006049686,0.51461938
asb8,0.006053787,0.463806869
ssbp3(2of3),0.006054743,0.324755789
ahcyl2(2of4),0.006056744,0.326443158
sparc(1of2),0.006057064,0.474806848
c18orf25,0.006069552,-0.292443157
pnma1(1of3),0.006080919,-0.727406518
ssbp3(1of3),0.006084016,-0.411864337
znf595(9of11),0.00609425,0.439471491
bcr(1of2),0.006102296,-0.387125094
camta2,0.006106667,-0.452172638
nploc4,0.006109531,0.297767748
rangrf,0.006116448,0.419190357
fam160a1(1of2),0.006118077,-0.308108442
fen1(2of2),0.006133558,-0.342668583
smarcad1,0.006141025,-0.403418619
dbn1(1of2),0.006155931,0.336646426
plxna3,0.006156001,-0.487131857
pcmtd2,0.00615686,-0.325988769
fhdc1(1of5),0.006161736,-0.45492799
hmgb2(2of2),0.006167471,0.691839554
cops6,0.006171885,0.549051242
pafah1b1(2of2),0.006180069,0.484932968
puf60(2of2),0.006185109,0.340928969
gin1(7of10),0.006189191,0.377690257
dapk2,0.006190357,-0.297438121
ttl,0.006191659,-0.384695037
nmrk2(1of3),0.00619483,0.359165328
cuedc2,0.006203862,1.028591152
notch1(2of3),0.006214424,-0.407856987
asb13(1of2),0.006215667,0.387763092
mag(3of6),0.006224269,-0.496700002
slc29a1(1of2),0.006226402,0.466543773
reep5(3of3),0.006228911,0.342428861
nrn1(2of2),0.006249391,-0.441033906
dgkb(2of4),0.006260352,-0.434876497
car14,0.006260638,0.546447894
cacna1f,0.006267014,-0.407082474
csnk1g2,0.006277711,-0.394389453
epha6(4of5),0.006279157,-0.432957111
aim1(1of2),0.006283189,-0.473215418
rab32(1of3),0.006288892,-0.492191895
c4bpa(2of2),0.006329817,0.320233218
cox5a(1of2),0.006331556,0.422551666
mycn(1of2),0.006352661,-0.333544465
psmc4,0.006369977,0.293221905
lsamp,0.006374917,-0.389426472
pdcd10,0.006384439,0.288718545
orai1(1of2),0.006385921,0.35653397
lnp(2of2),0.006386462,0.294367219
zfp2(10of11),0.00640025,0.400400158
cox15,0.006403509,0.566917112
kdm2b(1of2),0.006410341,0.312268768
ankra2(1of2),0.006421951,1.200122267
lag3(2of2),0.006427343,-0.528898605
fbxw2,0.006430394,0.348112833
pgm2,0.006436629,-0.501821398
xpnpep1(2of2),0.006456408,0.292214325
zfp64,0.006464192,0.43011198
gas1(1of3),0.006464309,0.335401761
gng4,0.006471856,-0.512084267
zfp28,0.006475007,0.542431014
pnkp,0.006476505,0.293184744
rp2,0.006476976,0.342239648
c1orf106(1of2),0.006482008,0.487568778
kif13a(2of3),0.006489466,-0.354010806
c19orf60,0.006489836,0.327934622
cnppd1,0.006490296,0.292738221
bcap29(2of2),0.006492019,0.579738768
clic4(2of2),0.006527445,0.801479724
eci1,0.006529527,0.293870362
nup98,0.006530131,-0.288840007
slc39a13,0.00653893,0.494805319
gpaa1,0.006542063,0.418185445
mavs,0.006542198,0.38444339
npas2(2of2),0.006542589,-0.52835042
cldn23(2of2),0.006549846,0.712595086
trmt112,0.006551982,0.297594703
tox4(1of2),0.006568303,0.337283984
pacs2,0.006587319,-0.320917203
tubb4b(5of5),0.006595352,0.553241613
gk(1of2),0.006604661,-0.742578828
cdc37,0.00660531,0.286104593
rrad,0.006663524,0.872933803
sppl2a(1of2),0.006690703,-0.343080764
tec(2of2),0.006691879,-0.485707347
colgalt1(1of2),0.006693068,-0.295840519
pisd,0.006724726,0.304836429
vsig10l(1of3),0.006734675,-0.428262587
cnksr3(1of2),0.00674842,-0.430322809
tvp23b,0.006752976,0.371713553
thoc7,0.006753747,0.394056294
znf595(3of11),0.00675989,-0.427421376
arrdc1(1of2),0.00676779,-0.707657304
taf9,0.006769135,0.284875762
mtif3,0.006772919,0.318468844
c6orf47,0.006773928,0.32826324
tmem67,0.006774923,-0.302489525
LOC107397314,0.006777124,-0.37595471
harbi1(10of28),0.0067821,0.294143972
socs7(1of2),0.006786177,-0.724138934
peo1,0.006786617,0.338410804
golt1b(1of2),0.006800648,0.424581787
rnmtl1,0.006810607,0.658634208
tmem181,0.006811608,0.447559151
sirt2,0.006812463,-0.288677751
hsbp1,0.00681276,0.414542039
ttf2,0.006817864,-0.404899558
ywhae(1of2),0.006821278,0.303862858
znf235(85of148),0.006854874,-0.370414777
stmn1(1of2),0.006892373,0.397295221
espnl(2of3),0.006893351,-0.47079506
dram2,0.00690223,-0.446917975
stard7,0.006902398,0.359243037
pkd1(3of3),0.006908326,-0.325458096
vpreb1(2of2),0.006921828,-0.645969066
macf1(1of2),0.00692277,-0.32077171
chodl,0.006956316,0.349457182
pak6(1of2),0.006961832,-0.39998037
clip3,0.006968195,-0.519082177
zmynd8(1of2),0.006972245,-0.336550576
ddx47,0.006973092,-0.381141741
rexo4,0.006989429,0.311224154
ccsap(2of2),0.006993421,0.403560879
ppargc1a,0.00699661,-0.443184271
s100a14,0.006997687,0.493504429
trim80(6of16),0.007007209,0.298146025
exoc8,0.007030687,0.356882403
klc2,0.007045478,-0.366354305
sec24c(2of2),0.007049381,0.284300336
yipf5,0.007050635,0.283335964
gse1(2of2),0.007080072,-0.336880518
ccdc53,0.007087467,0.328339835
mthfs,0.007092584,0.660211443
plpp3(3of4),0.007094548,0.598370595
tnni1(3of5),0.007100606,-0.595748856
kcnj11(2of2),0.007102751,-0.532827043
rnf213(2of2),0.007103314,-0.334872364
chchd4(1of2),0.007121557,0.435547394
med6,0.007122443,0.345122197
cntn1(1of2),0.007123032,-0.424441739
evi5,0.007127793,-0.399331133
col13a1(1of2),0.007134183,-0.592022017
LOC107373801,0.007134477,-0.519299862
dctn1(2of2),0.007143857,-0.39170049
rbm28,0.007164713,0.286303126
dync1i2(2of2),0.007168505,0.299454597
nsmaf,0.007196245,0.330895849
abi1(1of4),0.0072099,-0.351328497
pcgf6,0.007220745,0.314029561
mrps23,0.007226832,0.301714455
riok3,0.007227149,0.282725925
ccdc50(2of2),0.007238398,-0.295145945
chmp5(2of2),0.007243956,0.37683202
marveld3(1of2),0.007247786,0.516357192
ddx51,0.007252192,0.289490296
atp10a,0.007257653,-0.545131158
zc3h12a(2of3),0.007257912,-0.426359509
ostf1,0.007260238,0.460074802
c16orf89,0.007266906,-1.145638326
scamp2(2of2),0.007278064,0.426851016
park7,0.007291274,0.305428772
arpc2,0.007296963,0.389070272
sdc2,0.007299987,0.44596328
ccdc134,0.007305036,0.347758341
rab26(1of2),0.00730896,-0.534735978
pop7,0.007317426,0.383820829
arhgap5,0.007337285,-0.495688069
dimt1,0.007341112,0.28182213
rabggtb,0.007362747,0.358760226
nek1(1of2),0.007365355,-0.305636199
clca3b,0.007378037,0.397955379
srgap1(1of2),0.007405199,-0.313133766
syne2(5of7),0.007414656,0.535237837
vgll1,0.007415298,1.011166305
slc30a9,0.007439489,0.353832517
cpt1a(2of4),0.007447226,-0.40323505
cse1l,0.007451869,0.281346419
rab27a,0.007452547,0.36896246
hsd17b10,0.00748144,0.381576887
slc48a1(1of2),0.007496977,0.40887666
clstn1(2of2),0.007504908,-0.28982931
pim1(3of3),0.007506753,0.617763157
mllt1(1of2),0.007515322,-0.396444044
khdrbs3,0.007525954,-0.452971517
fcf1,0.007531082,0.316964525
banp,0.007531435,0.281165434
znf85,0.007532185,0.432458739
efnb2(2of3),0.007533958,0.347877093
sema5a,0.007534082,-0.543585893
herpud2(2of2),0.007544169,0.289426186
uxt,0.007556118,0.333578833
kdelr2(2of3),0.007559155,0.403181194
znf225,0.007577223,-0.447164655
abcd3(2of2),0.007578271,-0.575981428
il1rapl2(1of2),0.007596051,-0.562797234
lgals3(2of6),0.007604491,0.465001465
zfp638(4of7),0.00760472,-0.447406008
col12a1(1of2),0.00760528,-0.42267146
cetn3,0.007605374,0.392632275
coa6,0.007621935,0.312647621
tnfsf10(2of3),0.00762945,0.363252392
elp3,0.007634613,-0.291302731
pde1c(2of2),0.007635567,-0.507106166
col25a1,0.00763873,-0.415678221
anapc7,0.00764083,0.282413355
mrpl43,0.007643938,0.354112284
usp3,0.00766295,-0.284018369
c17orf53,0.007666004,0.376115213
flcn,0.007670895,0.287254066
ybx2,0.007688406,0.475333372
arl3(2of3),0.007689816,0.514126608
pum1,0.007694939,-0.422950398
luc7l3,0.007698427,-0.47397024
habp4,0.007705879,-0.570097585
samd8(1of2),0.007711731,0.426812823
spry1,0.007712344,0.483213063
fam219a(1of2),0.007714464,0.384873502
bcdin3d,0.007719546,0.286034873
dlgap2(1of2),0.00772142,-0.43307456
ccbl1,0.007734641,0.572269216
st3gal2(2of2),0.007742917,-0.480888168
slain2(1of3),0.007743657,-0.364574491
arl14ep,0.007751257,0.396395147
dhx9,0.007752206,-0.464262428
ubxn4,0.007757005,0.28013732
cdc20b,0.007766333,-0.821983981
zfp618(2of2),0.007767091,-0.296741169
ctc1(2of2),0.007770673,-0.376781283
ifnar1,0.00777455,0.331417195
atrx(2of2),0.007791143,-0.279750177
dlx2,0.00780475,0.50038912
ubn2(1of2),0.007804789,-0.426316938
tmem198(2of4),0.007818345,0.379062279
tspan5(1of2),0.007824009,0.280355219
fubp3(1of2),0.007829714,0.75771126
ube2i(2of2),0.007830083,0.279564464
sgms1,0.007830241,0.316119162
nfatc2ip,0.007836476,0.285253797
ipo8,0.007842617,-0.283463672
mdh2,0.007858118,0.283296317
lypd1(2of2),0.007860005,-0.534882532
pgam1(1of2),0.007865966,0.317808205
trip10,0.007879547,0.422549189
khsrp(1of2),0.007883674,0.532243432
adprhl2,0.007886315,0.436702546
c1qtnf3(1of2),0.00791044,-0.479778742
wasf3(4of4),0.00794354,0.407357886
LOC107388967,0.007948158,0.349158967
myom2(1of4),0.00795369,-0.424011526
vps26b,0.007969467,0.291424384
znf479(2of4),0.007972061,0.420893577
tmsb4x(1of2),0.00797617,0.312905726
gusb,0.007979524,0.300587419
svopl,0.007988564,-0.584524066
elavl3,0.008010182,-0.297158787
rnf115(2of2),0.008020596,0.297446872
atp10d,0.008024145,-0.508630338
pnrc1,0.00804171,0.314893544
lama5,0.008055748,-0.302723979
znf235(118of148),0.008064116,-0.516054109
raph1(1of2),0.008086873,-0.452401735
inppl1(2of2),0.008104792,0.327501679
fam124b,0.008104922,-0.30081048
harbi1(11of28),0.008120258,-0.355141387
c8orf76,0.008121096,0.506998212
swt1(3of3),0.008134111,-0.396203432
zdhhc18(1of2),0.008139273,-0.33481066
atp6v1d,0.008147274,0.283160969
znf879(1of2),0.008150086,0.484380318
acsl6(1of2),0.008162746,0.466270023
sec11a,0.008167775,0.330417413
frmd8,0.008180601,0.326530623
sh3bgrl,0.008187061,0.452216269
micu2,0.008193379,0.295176624
gpr22(3of4),0.008194673,-0.502118428
cgn(1of2),0.008194733,-0.38784889
atxn7l3(2of2),0.008207617,0.311349093
lrrc8e,0.008217178,0.464969272
rxra(3of3),0.008240036,-0.47857772
usp30,0.00825652,0.333944002
cldn5(1of2),0.008263175,0.369320842
serpine2,0.008273469,0.470738731
kif5b(3of3),0.008285679,-0.342021132
kif22,0.00829166,0.308683875
hps5,0.008299829,-0.297532511
acbd3,0.008314621,0.331346351
bok(1of3),0.008322336,0.480151324
pim3,0.008327907,0.378462298
trip12,0.008337374,-0.503610799
atf7(2of3),0.008337955,0.521767257
LOC107394546,0.008364197,-0.398462917
b4galnt1(1of2),0.008365004,-0.476516391
eif2b5,0.008390889,0.277935413
smtnl2(2of3),0.008401968,0.434319985
LOC107391618,0.008403967,-0.460186384
cdh1,0.008418911,0.357897551
tmed2,0.008431919,0.469802465
mertk,0.008453154,0.32866863
urb2,0.008474416,-0.279101907
c3orf33,0.00848548,0.283528492
hoxd11,0.00848718,0.619235517
tspo,0.008508652,0.422943816
gabarapl1,0.00851715,-0.280277331
fbxw7(1of3),0.008521624,-0.357272205
ctsz(2of3),0.008543889,-0.306717503
c8orf82,0.008551527,0.439061036
scaf11,0.008552733,-0.354389173
smad3(1of2),0.008560847,0.382727971
fdft1,0.008566479,0.293091036
arl6ip6,0.008588385,0.712565832
ptgs1(1of2),0.008598016,0.490129288
rbx1,0.008607849,0.326774382
crhr1(2of3),0.008632613,-0.486955633
hid1,0.008637244,-0.282606165
wasl(4of4),0.008660711,-0.387280184
prkrir(1of5),0.008671719,0.567387481
gstt2b(2of2),0.008681252,0.364243277
eml1(2of2),0.008691535,-0.391599403
znf235(31of148),0.008699984,0.354597591
st6gal2(2of2),0.008703564,-0.348875195
trmt1l(2of2),0.008716499,0.409368906
fam188b(2of2),0.008719644,0.309089663
LOC107374876,0.008731719,-0.49154211
pigb,0.008737554,0.323794674
eepd1,0.008737754,-0.433715869
tmem51(2of2),0.008762246,0.555261999
slc3a1,0.00876423,-0.313869225
serp1,0.008767267,0.666571671
myocd(1of2),0.008767979,-0.426985147
rbp4(2of2),0.008772292,0.769410324
pcdh19,0.008781379,-0.383575692
rpia,0.008802277,0.280130534
podxl,0.008813114,-0.35866874
rundc3b,0.008836241,-0.363318711
rassf2(3of3),0.008841426,-0.49824268
colec12(1of3),0.008856947,0.44130161
LOC107382558,0.008858458,-1.08962834
sumo3,0.008870016,0.403054857
pcnxl3,0.008901397,-0.380600615
xpr1(1of2),0.00892771,-0.424807285
cep95,0.008937983,-0.338238206
tgm6,0.008944732,-0.505230598
ext1(4of4),0.008956903,-0.364722916
katnbl1,0.008980306,0.338692105
tpm3(3of4),0.008993523,0.408345084
smarcb1(2of2),0.008995802,0.3210463
plxnb1(3of3),0.009027838,-0.36638483
arpc4(2of2),0.00906488,0.275029829
cbwd1,0.009094857,0.346540415
LOC107391752,0.009097814,-0.443138105
ckm(1of2),0.009103318,0.38807378
mtx2,0.009108266,0.345385999
ptprz1(1of2),0.009115132,-0.294648641
pvrl4(2of4),0.009125341,-0.516904551
fbxo31,0.009130529,-0.296159752
tubgcp2,0.00914743,0.35624354
mrpl13,0.009148624,0.385916449
tmem136(1of2),0.009157536,-0.391151652
bag2,0.009199299,0.320106837
trhr(2of3),0.009232155,-0.528461117
tmem63b(1of2),0.009240948,-0.342431002
pafah1b2,0.00924529,0.332260965
sh3glb2(1of2),0.009281105,-0.2891593
etl4(1of2),0.009281188,-0.412913612
gal3st2(2of2),0.009300217,-0.30856202
rplp0,0.009308266,-0.353671822
pak3,0.00931043,-0.354278298
foxi1(1of3),0.009314478,0.587950049
fbxo42,0.009315947,0.339793565
spata2(2of2),0.009321119,0.439785519
pcf11,0.009333503,-0.385675164
surf4,0.00933568,0.396209149
rnf11(1of3),0.009359427,0.369830765
hagh,0.009365906,0.358643289
birc6(2of2),0.009374603,-0.363759252
znf235(11of148),0.009378865,0.287085077
LOC107380640,0.009381911,0.306697778
c2cd4c(1of5),0.009381967,-0.650947835
rasd2(1of3),0.009392306,-0.493902899
sdhaf3,0.009397234,0.28857189
bola2,0.009397956,-0.296053146
brox,0.009399284,-0.290472726
plekhg4(1of5),0.009400036,-0.32889096
eif5b,0.009405612,-0.441438147
cisd3,0.009407459,0.413338289
stab2,0.009413255,-0.461133962
mpdz(1of3),0.009431429,-0.284943731
itgal,0.009433244,-0.347805446
fbxl20,0.009444888,-0.467642822
il1rapl1(2of2),0.009451479,-0.507603073
mul1(1of3),0.009456567,0.322817103
rnf217,0.009465641,-0.518980993
hsp90aa1(3of3),0.009469787,0.295578024
tiam1(1of2),0.009482235,-0.419465705
chmp2b,0.009485535,0.412110209
abcc3,0.009525663,-0.354041264
lsm3,0.009532255,0.419457174
cdk7,0.009564689,0.407272528
LOC107396611,0.009587844,-0.462101902
ap4m1,0.009593988,-0.315373246
or11a1(3of11),0.009601735,-0.512886716
cartpt(3of6),0.009611324,-0.562769329
map3k3(2of2),0.00961372,-0.430067336
kcnk1(2of2),0.009624753,-0.517806461
LOC107397319,0.009632526,-0.835039828
ap2a2(2of2),0.009637299,-0.49843945
fbrs,0.009639975,-0.328055884
xpc,0.009641014,-0.387320664
dlg3,0.00964672,-0.325735104
tfdp1,0.009662223,0.280757841
dnph1,0.009662994,-0.440315589
bpgm,0.009666187,0.954856318
prkg2(3of3),0.009666649,-0.510653754
mtr(1of3),0.009667932,0.316215777
fsbp,0.009677893,-0.341757654
fbxo15(3of3),0.009681956,0.724867429
jagn1(2of2),0.009685278,-0.426870673
eif3j,0.009687096,0.28269146
kiaa1841,0.009694466,-0.418376315
spred2(2of2),0.009698918,-0.485069179
hmgn3,0.009699077,0.273324961
gldc,0.009719548,-0.403808775
ptprf(2of2),0.009748595,-0.332151662
nucb1,0.009799987,0.394026631
arhgap10,0.009831848,-0.285974487
phex,0.009844212,-0.406843658
LOC107384440,0.009845276,0.370393413
dnajb2,0.009860193,0.293411482
arhgef40(1of2),0.00987378,-0.319773755
prpsap1(1of2),0.009895819,-0.310786268
ptges2,0.009914813,0.274491553
tmem30a(2of3),0.009921472,0.465945742
dhps,0.009923356,0.361240559
uhrf1bp1,0.009923652,-0.281480489
srfbp1,0.009935281,0.318709237
ctnnd2(2of2),0.00996969,0.386492463
slit1(3of3),0.00997025,-0.28112605
hebp1(2of3),0.009979186,-0.386951093
mbd4,0.00999421,0.377567039
klc1(2of3),0.009994647,-0.395961215
asb13(2of2),0.009995916,-0.28260638
hic2(3of3),0.010005447,-0.356097639
samd7,0.010014814,-0.48186184
LOC107393880,0.010015658,0.273992477
sp3(1of2),0.010023481,0.278993504
fuca1(2of2),0.01002831,-0.342405802
vps37c,0.010036783,0.569609447
rbm47,0.01004554,-0.41177066
cbll1,0.010046593,0.335549371
lpar4(2of2),0.010060319,0.519634654
sclt1(3of4),0.010061392,-0.363104118
eif5a(3of3),0.010067769,0.271411347
pex6,0.010069051,-0.357795208
cdx4(2of2),0.010070758,0.41334627
dus1l,0.010074863,-0.392796748
llph,0.010100356,0.272851593
c3(4of4),0.010115727,-0.962441993
c5orf42,0.010117997,-0.400118154
them6(2of2),0.010123207,0.29494138
zcchc11,0.010131625,-0.345831996
sox17(3of3),0.010145262,0.537174132
phc2(2of2),0.010145418,0.331346808
il1rap(2of3),0.010149127,-0.416094063
psap(2of2),0.010168375,-0.365928514
nnt(1of2),0.010171613,-0.329182078
dlx6(1of2),0.010173037,0.814401476
syne2(3of7),0.010183019,-0.365718582
syap1,0.010203189,0.270468863
ngef,0.010204877,-0.560717027
plch2(4of4),0.01020942,-0.380677366
fam208b,0.010240568,-0.302684881
kat7(2of2),0.010254204,0.363316688
ift81,0.010261211,-0.39108038
fig4,0.010273953,-0.39325239
fundc1(2of2),0.010280664,0.270189773
kank4(1of2),0.010297839,-0.519226167
btn2a2(2of2),0.010299186,-0.595441093
fzd3(3of4),0.010300089,-0.275514122
inpp5a(1of2),0.010302054,-0.274695003
rtn1,0.010337258,0.43719621
ahctf1,0.0103721,0.359599206
fut5,0.010406947,0.399260146
zbtb20,0.01041018,-0.364285417
dram1,0.010440296,-0.380266105
klhl41(2of2),0.010444996,-0.334398959
foxp4,0.010455699,-0.27960561
fam35a,0.010491621,-0.316330033
adap1(1of4),0.0105175,0.515248051
c18orf32,0.010531889,-0.326137379
hspa14,0.010532337,0.340666527
kcnq4,0.010537554,-0.394723105
znf235(50of148),0.010575774,0.395774476
fam102b(2of2),0.010587937,0.86919049
olig3(2of2),0.010594541,-0.623766293
LOC107380956,0.010597667,-0.274842035
mettl1,0.010618273,0.325192999
fn1(3of3),0.010624412,-0.30005057
bmp2k(1of2),0.010633728,-0.29940883
aup1,0.010633955,0.288993055
fam193a,0.010653841,-0.387123513
colec10(1of2),0.010656749,0.667331243
arid4b,0.010662211,-0.299409749
ash1l(2of2),0.010668704,-0.593442127
ptprb(1of3),0.010682664,-0.408570259
parp14(1of5),0.010696166,-0.35691598
cic(2of2),0.010727988,-0.294300718
ubr4,0.010736065,-0.380822992
tmem69(2of2),0.010738989,0.323911879
sdf2(2of2),0.010740746,0.441870843
ccdc94,0.01075701,0.277192846
rad1,0.010785087,0.369496617
mea1,0.010792041,-0.319471442
mrps26,0.01081059,0.357338635
ndufs7,0.010823642,0.367825015
cystm1(2of2),0.010843527,0.361862024
kdsr,0.010858711,0.291930989
ampd2(3of3),0.010877091,-0.375033781
lrrc28,0.010898485,0.345147752
c11orf85,0.010899941,0.727737782
znf624(1of2),0.010942587,0.29322248
cutc,0.010948414,-0.59246893
polb,0.010953097,0.377759275
nap1l4,0.010965741,0.349561794
nelfb(2of2),0.010970525,0.291791699
cgn(2of2),0.010973456,-0.279572092
rab3gap1(2of2),0.010984623,0.744525821
slc41a2(2of2),0.010989502,-0.463120266
rdh14(2of2),0.01100122,0.281561501
LOC107391388,0.011005204,-0.391154981
spint1(2of2),0.01104264,0.342665568
pthlh(3of3),0.011044952,-0.690003231
rabggta,0.011055848,0.27816913
adcy6(2of2),0.011083346,-0.653931621
ergic3,0.011087782,-0.355022078
itsn2(1of2),0.011091942,-0.281585635
glmn(1of2),0.011111131,-0.28307138
rcan3,0.011137471,0.34022178
hnrnpa1(1of2),0.011169209,0.276677294
racgap1(2of3),0.011181762,-0.406287961
ppp2r5c,0.011201656,0.276873471
rab32(3of3),0.011218595,0.528000841
cdk2,0.011242441,0.457432802
kctd9(2of2),0.01126609,-0.313856017
LOC107380616,0.011318221,-0.613413408
cntfr,0.011332619,-0.380044554
aspm,0.011334353,-0.459254363
il1rl2,0.011358826,0.342274278
znf569(8of12),0.011374607,0.477281868
ube3d,0.011391635,0.325958079
ugdh,0.011398505,0.380118622
hpgd(2of2),0.011403343,0.444038213
paxbp1,0.011426907,-0.343660508
pmf1,0.011453249,0.751777632
xrn2,0.011469516,-0.268077027
coq9(2of2),0.011475225,0.266595379
cenpq,0.01148273,0.432475767
cecr5(1of3),0.011493288,-0.291250954
zfp638(5of7),0.01149472,-0.321004603
u2af1(1of2),0.01149719,0.266057966
myh9(2of2),0.011500113,0.327119967
cox18,0.011501303,0.309313577
tomm40,0.011504204,0.344498156
lace1(1of2),0.011512523,0.477271635
trim50,0.011513304,-0.301278106
aebp1(1of2),0.011518272,-0.43933833
trim39(3of27),0.011518536,-0.447318445
