GOBPID,Term
GO:0022900,electron transport chain
GO:0007188,adenylate cyclase-modulating G-protein coupled receptor signaling pathway
GO:0006396,RNA processing
GO:0002253,activation of immune response
GO:0050881,musculoskeletal movement
GO:0050879,multicellular organismal movement
GO:0002764,immune response-regulating signaling pathway
GO:0007015,actin filament organization
GO:0007040,lysosome organization
GO:0031424,keratinization
GO:0080171,lytic vacuole organization
GO:0019080,viral gene expression
GO:0009991,response to extracellular stimulus
GO:0019915,lipid storage
GO:0048278,vesicle docking
GO:0019751,polyol metabolic process
GO:1990089,response to nerve growth factor
GO:0044802,single-organism membrane organization
GO:0043547,positive regulation of GTPase activity
GO:0031667,response to nutrient levels
GO:0090150,establishment of protein localization to membrane
GO:0070647,protein modification by small protein conjugation or removal
GO:0006885,regulation of pH
GO:0016192,vesicle-mediated transport
GO:0031929,TOR signaling
GO:0070936,protein K48-linked ubiquitination
GO:0022406,membrane docking
GO:0070252,actin-mediated cell contraction
GO:0016567,protein ubiquitination
GO:0061024,membrane organization
GO:0090174,organelle membrane fusion
GO:0043331,response to dsRNA
GO:0007249,I-kappaB kinase/NF-kappaB signaling
GO:0006446,regulation of translational initiation
GO:0006412,translation
GO:0051453,regulation of intracellular pH
GO:0030148,sphingolipid biosynthetic process
GO:0000422,mitophagy
GO:0061726,mitochondrion disassembly
GO:0043043,peptide biosynthetic process
GO:0044248,cellular catabolic process
GO:0030641,regulation of cellular pH
GO:0071496,cellular response to external stimulus
GO:0007264,small GTPase mediated signal transduction
GO:0030036,actin cytoskeleton organization
GO:0015031,protein transport
GO:0030029,actin filament-based process
GO:0043604,amide biosynthetic process
GO:0034660,ncRNA metabolic process
GO:0007033,vacuole organization
GO:0031668,cellular response to extracellular stimulus
GO:0070972,protein localization to endoplasmic reticulum
GO:0006614,SRP-dependent cotranslational protein targeting to membrane
GO:0045047,protein targeting to ER
GO:0031669,cellular response to nutrient levels
GO:0016197,endosomal transport
GO:0072599,establishment of protein localization to endoplasmic reticulum
GO:0006613,cotranslational protein targeting to membrane
GO:0006612,protein targeting to membrane
GO:0010508,positive regulation of autophagy
GO:0032104,regulation of response to extracellular stimulus
GO:0032107,regulation of response to nutrient levels
GO:0016241,regulation of macroautophagy
GO:0010506,regulation of autophagy
GO:0042594,response to starvation
GO:0009267,cellular response to starvation
GO:0034470,ncRNA processing
GO:0016236,macroautophagy
GO:0006413,translational initiation
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GO:0022613,ribonucleoprotein complex biogenesis
GO:0006914,autophagy
GO:0016072,rRNA metabolic process
GO:0006364,rRNA processing
GO:0042254,ribosome biogenesis
GO:0006000,fructose metabolic process
GO:0042274,ribosomal small subunit biogenesis
GO:0010888,negative regulation of lipid storage
GO:0002181,cytoplasmic translation
GO:0000028,ribosomal small subunit assembly
GO:2000574,regulation of microtubule motor activity
GO:0030490,maturation of SSU-rRNA
GO:0006089,lactate metabolic process
GO:0016239,positive regulation of macroautophagy
GO:0033700,phospholipid efflux
GO:2000059,negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process
GO:0010745,negative regulation of macrophage derived foam cell differentiation
GO:0006572,tyrosine catabolic process
GO:0032106,positive regulation of response to extracellular stimulus
GO:0032109,positive regulation of response to nutrient levels
GO:0042255,ribosome assembly
GO:0030388,"fructose 1,6-bisphosphate metabolic process"
GO:0006558,L-phenylalanine metabolic process
GO:0006559,L-phenylalanine catabolic process
GO:0090527,actin filament reorganization
GO:1902221,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process
GO:1902222,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process
GO:0010661,positive regulation of muscle cell apoptotic process
GO:0042273,ribosomal large subunit biogenesis
GO:0071483,cellular response to blue light
GO:0009785,blue light signaling pathway
GO:0009637,response to blue light
GO:0006531,aspartate metabolic process
GO:0043691,reverse cholesterol transport
GO:0010891,negative regulation of sequestering of triglyceride
GO:0031629,synaptic vesicle fusion to presynaptic membrane
GO:0002532,production of molecular mediator involved in inflammatory response
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:1900015,regulation of cytokine production involved in inflammatory response
GO:0090141,positive regulation of mitochondrial fission
GO:0048102,autophagic cell death
GO:0042754,negative regulation of circadian rhythm
GO:0009072,aromatic amino acid family metabolic process
GO:0002534,cytokine production involved in inflammatory response
GO:0003009,skeletal muscle contraction
GO:0090069,regulation of ribosome biogenesis
GO:0061635,regulation of protein complex stability
GO:0010898,positive regulation of triglyceride catabolic process
GO:0010887,negative regulation of cholesterol storage
GO:0036155,acylglycerol acyl-chain remodeling
GO:0000423,macromitophagy
GO:0009074,aromatic amino acid family catabolic process
GO:0042149,cellular response to glucose starvation
GO:0010889,regulation of sequestering of triglyceride
GO:0010875,positive regulation of cholesterol efflux
GO:0016082,synaptic vesicle priming
GO:0010874,regulation of cholesterol efflux
GO:0035695,mitophagy by induced vacuole formation
GO:0090313,regulation of protein targeting to membrane
GO:0006983,ER overload response
GO:0060155,platelet dense granule organization
GO:0010917,negative regulation of mitochondrial membrane potential
GO:1901998,toxin transport
GO:0006570,tyrosine metabolic process
GO:0016081,synaptic vesicle docking
GO:0034393,positive regulation of smooth muscle cell apoptotic process
GO:0010896,regulation of triglyceride catabolic process
GO:2000850,negative regulation of glucocorticoid secretion
GO:2000847,negative regulation of corticosteroid hormone secretion
GO:2000832,negative regulation of steroid hormone secretion
GO:0030730,sequestering of triglyceride
GO:0031649,heat generation
GO:0010524,positive regulation of calcium ion transport into cytosol
GO:0046697,decidualization
GO:0045947,negative regulation of translational initiation
GO:0010883,regulation of lipid storage
GO:0033523,histone H2B ubiquitination
GO:0098780,response to mitochondrial depolarisation
GO:0045837,negative regulation of membrane potential
GO:1902259,regulation of delayed rectifier potassium channel activity
GO:0032371,regulation of sterol transport
GO:0032374,regulation of cholesterol transport
GO:0006925,inflammatory cell apoptotic process
GO:0042430,indole-containing compound metabolic process
GO:2000323,negative regulation of glucocorticoid receptor signaling pathway
GO:1900119,positive regulation of execution phase of apoptosis
GO:0050667,homocysteine metabolic process
GO:0001731,formation of translation preinitiation complex
GO:0003348,cardiac endothelial cell differentiation
GO:0060956,endocardial cell differentiation
GO:2000846,regulation of corticosteroid hormone secretion
GO:2000849,regulation of glucocorticoid secretion
GO:0009312,oligosaccharide biosynthetic process
GO:0032373,positive regulation of sterol transport
GO:0032376,positive regulation of cholesterol transport
GO:0045820,negative regulation of glycolytic process
GO:0031650,regulation of heat generation
GO:0046710,GDP metabolic process
GO:0018298,protein-chromophore linkage
GO:0051195,negative regulation of cofactor metabolic process
GO:0051198,negative regulation of coenzyme metabolic process
GO:0051127,positive regulation of actin nucleation
GO:2000322,regulation of glucocorticoid receptor signaling pathway
GO:0032461,positive regulation of protein oligomerization
GO:0043153,entrainment of circadian clock by photoperiod
GO:0045923,positive regulation of fatty acid metabolic process
GO:0010390,histone monoubiquitination
GO:0010743,regulation of macrophage derived foam cell differentiation
GO:0042762,regulation of sulfur metabolic process
GO:0036499,PERK-mediated unfolded protein response
GO:0009435,NAD biosynthetic process
GO:1900048,positive regulation of hemostasis
GO:0030194,positive regulation of blood coagulation
GO:0050892,intestinal absorption
GO:0019695,choline metabolic process
GO:0016188,synaptic vesicle maturation
GO:0009071,serine family amino acid catabolic process
GO:0035933,glucocorticoid secretion
GO:0032891,negative regulation of organic acid transport
GO:0006646,phosphatidylethanolamine biosynthetic process
GO:0007617,mating behavior
GO:0071428,rRNA-containing ribonucleoprotein complex export from nucleus
GO:0042559,pteridine-containing compound biosynthetic process
GO:0043981,histone H4-K5 acetylation
GO:0043982,histone H4-K8 acetylation
GO:0090077,foam cell differentiation
GO:0003299,muscle hypertrophy in response to stress
GO:0090140,regulation of mitochondrial fission
GO:0010742,macrophage derived foam cell differentiation
GO:0014898,cardiac muscle hypertrophy in response to stress
GO:0014887,cardiac muscle adaptation
GO:0033173,calcineurin-NFAT signaling cascade
GO:0044705,multi-organism reproductive behavior
GO:0007274,neuromuscular synaptic transmission
GO:0032369,negative regulation of lipid transport
GO:0019400,alditol metabolic process
GO:0009649,entrainment of circadian clock
GO:0090314,positive regulation of protein targeting to membrane
GO:1900101,regulation of endoplasmic reticulum unfolded protein response
GO:0019098,reproductive behavior
GO:0015802,basic amino acid transport
GO:0044252,negative regulation of multicellular organismal metabolic process
GO:0060056,mammary gland involution
GO:0016137,glycoside metabolic process
GO:0035930,corticosteroid hormone secretion
GO:0032000,positive regulation of fatty acid beta-oxidation
GO:0032462,regulation of protein homooligomerization
GO:0005984,disaccharide metabolic process
GO:0019081,viral translation
GO:1900016,negative regulation of cytokine production involved in inflammatory response
GO:0000027,ribosomal large subunit assembly
GO:0034356,NAD biosynthesis via nicotinamide riboside salvage pathway
GO:0000470,maturation of LSU-rRNA
GO:0007618,mating
GO:0070262,peptidyl-serine dephosphorylation
GO:0007183,SMAD protein complex assembly
GO:0016226,iron-sulfur cluster assembly
GO:0045725,positive regulation of glycogen biosynthetic process
GO:0031163,metallo-sulfur cluster assembly
GO:0018027,peptidyl-lysine dimethylation
GO:2000785,regulation of autophagosome assembly
GO:0090286,cytoskeletal anchoring at nuclear membrane
GO:0048757,pigment granule maturation
GO:0010663,positive regulation of striated muscle cell apoptotic process
GO:0010666,positive regulation of cardiac muscle cell apoptotic process
GO:0035646,endosome to melanosome transport
GO:1902414,protein localization to cell junction
GO:0043485,endosome to pigment granule transport
GO:0019682,glyceraldehyde-3-phosphate metabolic process
GO:1900449,regulation of glutamate receptor signaling pathway
GO:0030813,positive regulation of nucleotide catabolic process
GO:0045655,regulation of monocyte differentiation
GO:0051084,'de novo' posttranslational protein folding
GO:0046835,carbohydrate phosphorylation
GO:0001659,temperature homeostasis
GO:0043330,response to exogenous dsRNA
GO:0047496,vesicle transport along microtubule
GO:0006879,cellular iron ion homeostasis
GO:0050856,regulation of T cell receptor signaling pathway
GO:0034390,smooth muscle cell apoptotic process
GO:0034391,regulation of smooth muscle cell apoptotic process
GO:0030812,negative regulation of nucleotide catabolic process
GO:0050829,defense response to Gram-negative bacterium
GO:0031998,regulation of fatty acid beta-oxidation
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol
GO:0051560,mitochondrial calcium ion homeostasis
GO:0033032,regulation of myeloid cell apoptotic process
GO:0044827,modulation by host of viral genome replication
GO:0000098,sulfur amino acid catabolic process
GO:0034123,positive regulation of toll-like receptor signaling pathway
GO:0045779,negative regulation of bone resorption
GO:0042118,endothelial cell activation
GO:0031581,hemidesmosome assembly
GO:0046851,negative regulation of bone remodeling
GO:0001964,startle response
GO:0006071,glycerol metabolic process
GO:1902894,negative regulation of pri-miRNA transcription from RNA polymerase II promoter
GO:0043649,dicarboxylic acid catabolic process
GO:0070536,protein K63-linked deubiquitination
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway
GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
GO:0048172,regulation of short-term neuronal synaptic plasticity
GO:0044546,NLRP3 inflammasome complex assembly
GO:1900225,regulation of NLRP3 inflammasome complex assembly
GO:0034104,negative regulation of tissue remodeling
GO:0060632,regulation of microtubule-based movement
GO:0046185,aldehyde catabolic process
GO:0051957,positive regulation of amino acid transport
GO:0014067,negative regulation of phosphatidylinositol 3-kinase signaling
GO:0051900,regulation of mitochondrial depolarization
GO:0006103,2-oxoglutarate metabolic process
GO:0071108,protein K48-linked deubiquitination
GO:0051125,regulation of actin nucleation
GO:0090208,positive regulation of triglyceride metabolic process
GO:1900226,negative regulation of NLRP3 inflammasome complex assembly
GO:1904181,positive regulation of membrane depolarization
GO:0010042,response to manganese ion
GO:0046321,positive regulation of fatty acid oxidation
GO:0051085,chaperone mediated protein folding requiring cofactor
GO:0014866,skeletal myofibril assembly
GO:0001675,acrosome assembly
GO:0009235,cobalamin metabolic process
GO:0032816,positive regulation of natural killer cell activation
GO:0006107,oxaloacetate metabolic process
GO:0030835,negative regulation of actin filament depolymerization
GO:1903204,negative regulation of oxidative stress-induced neuron death
GO:0070875,positive regulation of glycogen metabolic process
GO:0045109,intermediate filament organization
GO:0035357,peroxisome proliferator activated receptor signaling pathway
GO:0033057,multicellular organismal reproductive behavior
GO:0017004,cytochrome complex assembly
GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator
GO:0018345,protein palmitoylation
GO:2000114,regulation of establishment of cell polarity
GO:0032007,negative regulation of TOR signaling
GO:0008088,axon cargo transport
GO:1901186,positive regulation of ERBB signaling pathway
GO:0097352,autophagosome maturation
GO:0006544,glycine metabolic process
GO:1900103,positive regulation of endoplasmic reticulum unfolded protein response
GO:0010885,regulation of cholesterol storage
GO:2000831,regulation of steroid hormone secretion
GO:0032687,negative regulation of interferon-alpha production
GO:0006654,phosphatidic acid biosynthetic process
GO:0046473,phosphatidic acid metabolic process
GO:0044090,positive regulation of vacuole organization
GO:1903307,positive regulation of regulated secretory pathway
GO:0007271,"synaptic transmission, cholinergic"
GO:0009065,glutamine family amino acid catabolic process
GO:0002755,MyD88-dependent toll-like receptor signaling pathway
GO:1903203,regulation of oxidative stress-induced neuron death
GO:0086005,ventricular cardiac muscle cell action potential
GO:1901797,negative regulation of signal transduction by p53 class mediator
GO:1901068,guanosine-containing compound metabolic process
GO:0032878,regulation of establishment or maintenance of cell polarity
GO:0036475,neuron death in response to oxidative stress
GO:0033028,myeloid cell apoptotic process
GO:0033540,fatty acid beta-oxidation using acyl-CoA oxidase
GO:0044794,positive regulation by host of viral process
GO:0045671,negative regulation of osteoclast differentiation
GO:0010878,cholesterol storage
GO:0014883,transition between fast and slow fiber
GO:0043482,cellular pigment accumulation
GO:0043476,pigment accumulation
GO:0003351,epithelial cilium movement
GO:0051043,regulation of membrane protein ectodomain proteolysis
GO:0097576,vacuole fusion
GO:0031579,membrane raft organization
GO:0006541,glutamine metabolic process
GO:1903432,regulation of TORC1 signaling
GO:0070207,protein homotrimerization
GO:0061099,negative regulation of protein tyrosine kinase activity
GO:0014733,regulation of skeletal muscle adaptation
GO:0043243,positive regulation of protein complex disassembly
GO:0030224,monocyte differentiation
GO:0070884,regulation of calcineurin-NFAT signaling cascade
GO:0015936,coenzyme A metabolic process
GO:0034389,lipid particle organization
GO:0008210,estrogen metabolic process
GO:0050860,negative regulation of T cell receptor signaling pathway
GO:0031442,positive regulation of mRNA 3'-end processing
GO:0035493,SNARE complex assembly
GO:0046037,GMP metabolic process
GO:2000778,positive regulation of interleukin-6 secretion
GO:0006198,cAMP catabolic process
GO:0032663,regulation of interleukin-2 production
GO:0038202,TORC1 signaling
GO:0043501,skeletal muscle adaptation
GO:0097237,cellular response to toxic substance
GO:1904292,regulation of ERAD pathway
GO:1904380,endoplasmic reticulum mannose trimming
GO:0035590,purinergic nucleotide receptor signaling pathway
GO:0010614,negative regulation of cardiac muscle hypertrophy
GO:0042987,amyloid precursor protein catabolic process
GO:0051865,protein autoubiquitination
GO:0042130,negative regulation of T cell proliferation
GO:0035994,response to muscle stretch
GO:0003301,physiological cardiac muscle hypertrophy
GO:0044788,modulation by host of viral process
GO:0003298,physiological muscle hypertrophy
GO:0008089,anterograde axon cargo transport
GO:0061049,cell growth involved in cardiac muscle cell development
GO:0035587,purinergic receptor signaling pathway
GO:0050854,regulation of antigen receptor-mediated signaling pathway
GO:0007097,nuclear migration
GO:0045821,positive regulation of glycolytic process
GO:0035584,calcium-mediated signaling using intracellular calcium source
GO:0014741,negative regulation of muscle hypertrophy
GO:0035929,steroid hormone secretion
GO:0051194,positive regulation of cofactor metabolic process
GO:0051197,positive regulation of coenzyme metabolic process
GO:0009214,cyclic nucleotide catabolic process
GO:0002076,osteoblast development
GO:0031112,positive regulation of microtubule polymerization or depolymerization
GO:0009154,purine ribonucleotide catabolic process
GO:0001961,positive regulation of cytokine-mediated signaling pathway
GO:0032743,positive regulation of interleukin-2 production
GO:0031116,positive regulation of microtubule polymerization
GO:0060760,positive regulation of response to cytokine stimulus
GO:0000154,rRNA modification
GO:0009261,ribonucleotide catabolic process
GO:0009268,response to pH
GO:0034695,response to prostaglandin E
GO:0031167,rRNA methylation
GO:0009068,aspartate family amino acid catabolic process
GO:0043558,regulation of translational initiation in response to stress
GO:0006904,vesicle docking involved in exocytosis
GO:0051693,actin filament capping
GO:0016242,negative regulation of macroautophagy
GO:0006658,phosphatidylserine metabolic process
GO:0033522,histone H2A ubiquitination
GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation
GO:0071379,cellular response to prostaglandin stimulus
GO:0000715,"nucleotide-excision repair, DNA damage recognition"
GO:0009067,aspartate family amino acid biosynthetic process
GO:0043496,regulation of protein homodimerization activity
GO:0032814,regulation of natural killer cell activation
GO:0002183,cytoplasmic translational initiation
GO:0071354,cellular response to interleukin-6
GO:0034694,response to prostaglandin
GO:0046320,regulation of fatty acid oxidation
GO:0051932,"synaptic transmission, GABAergic"
GO:0097035,regulation of membrane lipid distribution
GO:0097186,amelogenesis
GO:0050858,negative regulation of antigen receptor-mediated signaling pathway
GO:0010737,protein kinase A signaling
GO:0031646,positive regulation of neurological system process
GO:0046856,phosphatidylinositol dephosphorylation
GO:0036035,osteoclast development
GO:0032728,positive regulation of interferon-beta production
GO:1900027,regulation of ruffle assembly
GO:0034204,lipid translocation
GO:0002762,negative regulation of myeloid leukocyte differentiation
GO:0006891,intra-Golgi vesicle-mediated transport
GO:0015074,DNA integration
GO:0070741,response to interleukin-6
GO:0090383,phagosome acidification
GO:0046685,response to arsenic-containing substance
GO:0060416,response to growth hormone
GO:0051602,response to electrical stimulus
GO:0040018,positive regulation of multicellular organism growth
GO:0051788,response to misfolded protein
GO:0043304,regulation of mast cell degranulation
GO:0032688,negative regulation of interferon-beta production
GO:0043555,regulation of translation in response to stress
GO:0033006,regulation of mast cell activation involved in immune response
GO:0046839,phospholipid dephosphorylation
GO:0048662,negative regulation of smooth muscle cell proliferation
GO:0030818,negative regulation of cAMP biosynthetic process
GO:0061117,negative regulation of heart growth
GO:0055022,negative regulation of cardiac muscle tissue growth
GO:0036314,response to sterol
GO:2000727,positive regulation of cardiac muscle cell differentiation
GO:0097320,membrane tubulation
GO:0009164,nucleoside catabolic process
GO:0036507,protein demannosylation
GO:0036508,"protein alpha-1,2-demannosylation"
GO:0032784,"regulation of DNA-templated transcription, elongation"
GO:0071709,membrane assembly
GO:0051452,intracellular pH reduction
GO:0030815,negative regulation of cAMP metabolic process
GO:0045332,phospholipid translocation
GO:0033003,regulation of mast cell activation
GO:1990090,cellular response to nerve growth factor stimulus
GO:1901658,glycosyl compound catabolic process
GO:1901890,positive regulation of cell junction assembly
GO:0097484,dendrite extension
GO:0007257,activation of JUN kinase activity
GO:0045851,pH reduction
GO:0045824,negative regulation of innate immune response
GO:0003016,respiratory system process
GO:0007212,dopamine receptor signaling pathway
GO:0045071,negative regulation of viral genome replication
GO:0035066,positive regulation of histone acetylation
GO:0033198,response to ATP
GO:0046621,negative regulation of organ growth
GO:0045022,early endosome to late endosome transport
GO:0038179,neurotrophin signaling pathway
GO:0034067,protein localization to Golgi apparatus
GO:0034121,regulation of toll-like receptor signaling pathway
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone"
GO:0000186,activation of MAPKK activity
GO:0007189,adenylate cyclase-activating G-protein coupled receptor signaling pathway
GO:0006996,organelle organization
GO:0007135,meiosis II
GO:0045144,meiotic sister chromatid segregation
GO:0051177,meiotic sister chromatid cohesion
GO:0006621,protein retention in ER lumen
GO:0035437,maintenance of protein localization in endoplasmic reticulum
GO:0070816,phosphorylation of RNA polymerase II C-terminal domain
GO:0006610,ribosomal protein import into nucleus
GO:1901642,nucleoside transmembrane transport
GO:0006999,nuclear pore organization
GO:0003373,dynamin polymerization involved in membrane fission
GO:0003374,dynamin polymerization involved in mitochondrial fission
GO:0046465,dolichyl diphosphate metabolic process
GO:0022027,interkinetic nuclear migration
GO:0006489,dolichyl diphosphate biosynthetic process
GO:1902510,regulation of apoptotic DNA fragmentation
GO:0046599,regulation of centriole replication
GO:0015781,pyrimidine nucleotide-sugar transport
GO:0090267,positive regulation of mitotic cell cycle spindle assembly checkpoint
GO:0000730,DNA recombinase assembly
GO:0000733,DNA strand renaturation
GO:0045003,double-strand break repair via synthesis-dependent strand annealing
GO:1904526,regulation of microtubule binding
GO:0008340,determination of adult lifespan
GO:0051095,regulation of helicase activity
GO:1901678,iron coordination entity transport
GO:0006011,UDP-glucose metabolic process
GO:0010635,regulation of mitochondrial fusion
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c"
GO:0007084,mitotic nuclear envelope reassembly
GO:0034643,"establishment of mitochondrion localization, microtubule-mediated"
GO:0045876,positive regulation of sister chromatid cohesion
GO:1901838,positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter
GO:0051305,chromosome movement towards spindle pole
GO:0047497,mitochondrion transport along microtubule
GO:0035246,peptidyl-arginine N-methylation
GO:0010637,negative regulation of mitochondrial fusion
GO:0033127,regulation of histone phosphorylation
GO:0048291,isotype switching to IgG isotypes
GO:0090232,positive regulation of spindle checkpoint
GO:0019043,establishment of viral latency
GO:0097499,protein localization to nonmotile primary cilium
GO:0016075,rRNA catabolic process
GO:0071025,RNA surveillance
GO:0051654,establishment of mitochondrion localization
GO:0015780,nucleotide-sugar transport
GO:0034086,maintenance of sister chromatid cohesion
GO:0034088,maintenance of mitotic sister chromatid cohesion
GO:0090650,cellular response to oxygen-glucose deprivation
GO:0090649,response to oxygen-glucose deprivation
GO:2000781,positive regulation of double-strand break repair
GO:0006307,DNA dealkylation involved in DNA repair
GO:0006379,mRNA cleavage
GO:0043248,proteasome assembly
GO:0006691,leukotriene metabolic process
GO:0051573,negative regulation of histone H3-K9 methylation
GO:0034975,protein folding in endoplasmic reticulum
GO:0031468,nuclear envelope reassembly
GO:0033182,regulation of histone ubiquitination
GO:0070601,centromeric sister chromatid cohesion
GO:0000244,spliceosomal tri-snRNP complex assembly
GO:0046049,UMP metabolic process
GO:0009173,pyrimidine ribonucleoside monophosphate metabolic process
GO:0009174,pyrimidine ribonucleoside monophosphate biosynthetic process
GO:0051292,nuclear pore complex assembly
GO:0006390,transcription from mitochondrial promoter
GO:0006222,UMP biosynthetic process
GO:0035269,protein O-linked mannosylation
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation"
GO:0006098,pentose-phosphate shunt
GO:0060969,negative regulation of gene silencing
GO:0000002,mitochondrial genome maintenance
GO:0034982,mitochondrial protein processing
GO:2000074,regulation of type B pancreatic cell development
GO:0035268,protein mannosylation
GO:0090151,establishment of protein localization to mitochondrial membrane
GO:0090148,membrane fission
GO:0007289,spermatid nucleus differentiation
GO:0030953,astral microtubule organization
GO:0034656,nucleobase-containing small molecule catabolic process
GO:0008635,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c
GO:0035459,cargo loading into vesicle
GO:0046831,regulation of RNA export from nucleus
GO:0022417,protein maturation by protein folding
GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation"
GO:0045292,"mRNA cis splicing, via spliceosome"
GO:0071514,genetic imprinting
GO:0006851,mitochondrial calcium ion transport
GO:0015693,magnesium ion transport
GO:0044320,cellular response to leptin stimulus
GO:0048313,Golgi inheritance
GO:0060294,cilium movement involved in cell motility
GO:0009151,purine deoxyribonucleotide metabolic process
GO:0032239,regulation of nucleobase-containing compound transport
GO:2000780,negative regulation of double-strand break repair
GO:0006264,mitochondrial DNA replication
GO:0032042,mitochondrial DNA metabolic process
GO:0006895,Golgi to endosome transport
GO:2000272,negative regulation of receptor activity
GO:0048308,organelle inheritance
GO:0045722,positive regulation of gluconeogenesis
GO:0046655,folic acid metabolic process
GO:0097090,presynaptic membrane organization
GO:0009083,branched-chain amino acid catabolic process
GO:0006825,copper ion transport
GO:0045738,negative regulation of DNA repair
GO:0014829,vascular smooth muscle contraction
GO:0055070,copper ion homeostasis
GO:0032048,cardiolipin metabolic process
GO:0002097,tRNA wobble base modification
GO:0006349,regulation of gene expression by genetic imprinting
GO:0044458,motile cilium assembly
GO:0046931,pore complex assembly
GO:1903830,magnesium ion transmembrane transport
GO:0000963,mitochondrial RNA processing
GO:1902236,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:0036124,histone H3-K9 trimethylation
GO:0043923,positive regulation by host of viral transcription
GO:0051156,glucose 6-phosphate metabolic process
GO:0010869,regulation of receptor biosynthetic process
GO:0001522,pseudouridine synthesis
GO:0007026,negative regulation of microtubule depolymerization
GO:0046471,phosphatidylglycerol metabolic process
GO:0006829,zinc II ion transport
GO:0032515,negative regulation of phosphoprotein phosphatase activity
GO:0043628,ncRNA 3'-end processing
GO:0032800,receptor biosynthetic process
GO:1903798,regulation of production of miRNAs involved in gene silencing by miRNA
GO:0031114,regulation of microtubule depolymerization
GO:0048268,clathrin coat assembly
GO:0043984,histone H4-K16 acetylation
GO:0009081,branched-chain amino acid metabolic process
GO:0051775,response to redox state
GO:0051181,cofactor transport
GO:0072673,lamellipodium morphogenesis
GO:0045948,positive regulation of translational initiation
GO:0061157,mRNA destabilization
GO:0050779,RNA destabilization
GO:0039703,RNA replication
GO:0039694,viral RNA genome replication
GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity
GO:0034629,cellular protein complex localization
GO:0009584,detection of visible light
GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:1903514,calcium ion transport from endoplasmic reticulum to cytosol
GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0032456,endocytic recycling
GO:0003010,voluntary skeletal muscle contraction
GO:0014721,twitch skeletal muscle contraction
GO:0014819,regulation of skeletal muscle contraction
GO:0090327,negative regulation of locomotion involved in locomotory behavior
GO:0031651,negative regulation of heat generation
GO:0014724,regulation of twitch skeletal muscle contraction
GO:0090325,regulation of locomotion involved in locomotory behavior
GO:0061684,chaperone-mediated autophagy
GO:1990000,amyloid fibril formation
GO:0042447,hormone catabolic process
GO:0071688,striated muscle myosin thick filament assembly
GO:0071877,regulation of adrenergic receptor signaling pathway
GO:0051593,response to folic acid
GO:0009415,response to water
GO:0031034,myosin filament assembly
GO:0071879,positive regulation of adrenergic receptor signaling pathway
GO:0046597,negative regulation of viral entry into host cell
GO:0017014,protein nitrosylation
GO:0018119,peptidyl-cysteine S-nitrosylation
GO:0001765,membrane raft assembly
GO:0015937,coenzyme A biosynthetic process
GO:1902373,negative regulation of mRNA catabolic process
GO:0014891,striated muscle atrophy
GO:1902033,regulation of hematopoietic stem cell proliferation
GO:0031033,myosin filament organization
GO:0060613,fat pad development
GO:0045408,regulation of interleukin-6 biosynthetic process
GO:0019373,epoxygenase P450 pathway
GO:0071455,cellular response to hyperoxia
GO:0031580,membrane raft distribution
GO:0001766,membrane raft polarization
GO:0042989,sequestering of actin monomers
GO:0036295,cellular response to increased oxygen levels
GO:0019372,lipoxygenase pathway
GO:0043651,linoleic acid metabolic process
GO:0042226,interleukin-6 biosynthetic process
GO:0035812,renal sodium excretion
GO:0035813,regulation of renal sodium excretion
GO:1902369,negative regulation of RNA catabolic process
GO:0045745,positive regulation of G-protein coupled receptor protein signaling pathway
GO:1903054,negative regulation of extracellular matrix organization
GO:0097283,keratinocyte apoptotic process
GO:0044829,positive regulation by host of viral genome replication
GO:0051665,membrane raft localization
GO:1902172,regulation of keratinocyte apoptotic process
GO:0006054,N-acetylneuraminate metabolic process
GO:1902187,negative regulation of viral release from host cell
GO:0030240,skeletal muscle thin filament assembly
GO:0017121,phospholipid scrambling
GO:2000310,regulation of N-methyl-D-aspartate selective glutamate receptor activity
GO:2000169,regulation of peptidyl-cysteine S-nitrosylation
GO:0071875,adrenergic receptor signaling pathway
